"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"5105",5105,"Augusta Area Dietetic Internship-University Hospital","Augusta","GA","30901-2629","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5125",5125,"Messenger College","Euless","TX","76040-4202","0.9","600","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.7647","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5145",5145,"New York College of Health Professions","Syosset","NY","11791-4413","0.8095","NULL","NULL","0.2992957746",NA,NA,NA,NA,NA,NA,NA,NA,"0.75","30100","38600","39100","NULL",1
"5205",5205,"Argosy University-Washington DC","Arlington","VA","22209","NULL","NULL","NULL","0.1547148504",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","40500","41300","42800","NULL",1
"5207",5207,"University of Phoenix-Sacramento Valley Campus","Sacramento","CA","95833-4334","NULL","NULL","NULL","0.1884355238","0.022",NA,NA,NA,NA,NA,NA,NA,"0.1651","42700","54400","75800","NULL",1
"5208",5208,"DeVry University's Keller Graduate School of Management-Georgia","Decatur","GA","30030-2556","NULL","NULL","NULL","0.6725352113","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5214",5214,"Everest University-Melbourne","Melbourne","FL","32935","NULL","NULL","NULL","0.2679820879","0.0375",NA,NA,NA,NA,NA,NA,NA,"0.2769","23700","31700","35400","NULL",1
"5216",5216,"University of Phoenix-Hawaii","Honolulu","HI","96813-3800","NULL","NULL","NULL","0.1884355238","0.1951",NA,NA,NA,NA,NA,NA,NA,"0.2833","42700","54400","75800","NULL",1
"5221",5221,"Southwest College of Naturopathic Medicine & Health Sciences","Tempe","AZ","85282","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5223",5223,"Virginia College-Birmingham","Birmingham","AL","35209","NULL","NULL","NULL","0.3042164538","0.0242",NA,"0.0097",NA,NA,NA,NA,NA,"0.6719","25700","34500","38500","NULL",1
"5224",5224,"Virginia College-Huntsville","Huntsville","AL","35801","NULL","NULL","NULL","0.3042164538","0.1078",NA,NA,NA,NA,NA,NA,NA,"0.6","25700","34500","38500","NULL",1
"5225",5225,"Yeshiva D'monsey Rabbinical College","Monsey","NY","10952","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.1","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5239",5239,"Bakke Graduate University","Dallas","TX","75243-7039","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5241",5241,"Argosy University-Schaumburg","Schaumburg","IL","60173-5403","NULL","NULL","NULL","0.1547148504",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","40500","41300","42800","NULL",1
"5242",5242,"DeVry University's Keller Graduate School of Management-California","Pomona","CA","91768-2642","NULL","NULL","NULL","0.6725352113","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5244",5244,"University of Phoenix-Louisiana Campus","Metairie","LA","70001-2082","NULL","NULL","NULL","0.1884355238","0.0448",NA,NA,NA,NA,NA,NA,NA,"0.1896","42700","54400","75800","NULL",1
"5245",5245,"University of Phoenix-Metro Detroit Campus","Troy","MI","48098-2623","NULL","NULL","NULL","0.1884355238","0.0188",NA,NA,NA,NA,NA,NA,NA,"0.1068","42700","54400","75800","NULL",1
"5255",5255,"Living Arts College","Raleigh","NC","27614-7076","NULL","NULL","NULL","0.4902506964","0.0891",NA,NA,NA,NA,NA,NA,NA,"0.6417","42600","35900","38300","NULL",1
"5261",5261,"Pacific College","Costa Mesa","CA","92626","NULL","NULL","NULL","0.76",NA,NA,NA,NA,NA,NA,NA,NA,"0.7128","35600","47900","52700","NULL",1
"5266",5266,"Midwestern University-Glendale","Glendale","AZ","85308","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","167200","PrivacySuppressed","PrivacySuppressed","NULL",1
"5273",5273,"Embry-Riddle Aeronautical University-Worldwide","Daytona Beach","FL","32114-3900","0.949","NULL","NULL","0.3634417808",NA,NA,NA,NA,NA,NA,NA,NA,"0.5","64900","65100","66600","NULL",1
"5277",5277,"ITT Technical Institute-Webster","Webster","TX","77598","0.8207","NULL","NULL","0.3187633262","0.4386",NA,"0.4386",NA,NA,NA,NA,NA,"0.3864","38200","46300","47200","NULL",1
"5290",5290,"Ottawa University-Milwaukee","Brookfield","WI","53005","NULL","NULL","NULL","0.2869910626","0.0357",NA,NA,NA,NA,NA,NA,NA,"NULL","40300","43400","50000","NULL",1
"5291",5291,"Argosy University-Tampa","Tampa","FL","33607","NULL","NULL","NULL","0.1547148504",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","40500","41300","42800","NULL",1
"5292",5292,"The Illinois Institute of Art-Schaumburg","Schaumburg","IL","60173-4913","0.9444","NULL","NULL","0.3370748299","0.2937",NA,NA,NA,NA,NA,NA,NA,"0.4524","33200","39700","38900","NULL",1
"5295",5295,"The Art Institute of Phoenix","Phoenix","AZ","85021-2859","0.9726","NULL","NULL","0.3532781668","0.1165",NA,NA,NA,NA,NA,NA,NA,"0.4233","27700","PrivacySuppressed","PrivacySuppressed","NULL",1
"5297",5297,"American College of Acupuncture and Oriental Med","Houston","TX","77063-4104","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5298",5298,"AOMA Graduate School of Integrative Medicine","Austin","TX","78745","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5301",5301,"ITT Technical Institute-Henderson","Henderson","NV","89074","0.9158","NULL","NULL","0.3187633262","0.3422",NA,"0.2662",NA,NA,NA,NA,NA,"0.4302","38200","46300","47200","NULL",1
"5303",5303,"Colorado Technical University-Greenwood Village","Aurora","CO","80014","NULL","NULL","NULL","0.2816457332","0.2517",NA,NA,NA,NA,NA,NA,NA,"0.125","38300","53400","79700","NULL",1
"5309",5309,"Strayer University-Maryland","Suitland","MD","20746","NULL","NULL","NULL","0.1133836944","0.2144",NA,NA,NA,NA,NA,NA,NA,"0.65","41900","55100","71400","NULL",1
"5314",5314,"ITT Technical Institute-Hialeah","Hialeah","FL","33015","0.6968","NULL","NULL","0.3187633262","0.3692",NA,"0.2903",NA,NA,NA,NA,NA,"0.3662","38200","46300","47200","NULL",1
"5319",5319,"ITT Technical Institute-Norwood","Norwood","OH","45212","0.79","NULL","NULL","0.3187633262","0.3807",NA,"0.3046",NA,NA,NA,NA,NA,"0.2849","38200","46300","47200","NULL",1
"5320",5320,"ITT Technical Institute-Strongsville","Strongsville","OH","44136","0.7457","NULL","NULL","0.3187633262","0.5221",NA,"0.2206",NA,NA,NA,NA,NA,"0.5577","38200","46300","47200","NULL",1
"5323",5323,"The Creative Center","Omaha","NE","68164","0.7436","NULL","NULL","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"0.7742","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5326",5326,"American College of Traditional Chinese Medicine","San Francisco","CA","94107","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5328",5328,"San Juan Bautista School of Medicine","Caguas","PR","00725-4968","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5329",5329,"Texas Health and Science University","Austin","TX","78704","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5331",5331,"New Hampshire Institute of Art","Manchester","NH","03104-4858","NULL","NULL","NULL","0.5348837209",NA,NA,NA,NA,NA,NA,NA,NA,"0.7921","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5355",5355,"Massachusetts General Hospital Dietetic Internship","Boston","MA","02114-2696","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5367",5367,"Yeshiva of the Telshe Alumni","Riverdale","NY","10471","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.0417","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5370",5370,"DeVry College of New York","New York","NY","10016-5267","0.8394","NULL","NULL","0.1516278553","0.4161",NA,"0.1898",NA,NA,NA,NA,NA,"0.2241","44100","52500","61100","NULL",1
"5371",5371,"DeVry University-Indiana","Indianapolis","IN","46240-2158","0.8218","NULL","NULL","0.1516278553","0.2623",NA,NA,NA,NA,NA,NA,NA,"0.2","44100","52500","61100","NULL",1
"5372",5372,"University of Phoenix-Washington","Tukwila","WA","98188-8553","NULL","NULL","NULL","0.1884355238",NA,NA,NA,NA,NA,NA,NA,NA,"0.1471","42700","54400","75800","NULL",1
"5373",5373,"University of Phoenix-Central Florida Campus","Maitland","FL","32751-7001","NULL","NULL","NULL","0.1884355238","0.0269",NA,NA,NA,NA,NA,NA,NA,"0.1685","42700","54400","75800","NULL",1
"5374",5374,"University of Phoenix-Oregon","Tigard","OR","97223-8328","NULL","NULL","NULL","0.1884355238","0.0517",NA,NA,NA,NA,NA,NA,NA,"0.1656","42700","54400","75800","NULL",1
"5377",5377,"Appalachian School of Law","Grundy","VA","24614-2825","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5378",5378,"LIU Hudson at Westchester","Purchase","NY","10577","NULL","NULL","NULL","0.3290086494","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","51200","53000","53100","NULL",1
"5379",5379,"Platt College-Ontario","Ontario","CA","91764","NULL","NULL","NULL","0.7287356322",NA,NA,NA,NA,NA,NA,NA,NA,"0.4726","30300","36900","38000","NULL",1
"5381",5381,"Argosy University-The Art Institute of California-Los Angeles","Santa Monica","CA","90405-3035","0.4377","NULL","NULL","0.1547148504","0.1425",NA,NA,NA,NA,NA,NA,NA,"0.3291","40500","41300","42800","NULL",1
"5382",5382,"American University of Health Sciences","Signal Hill","CA","90755-3612","1","NULL","NULL","0.6666666667",NA,NA,NA,NA,NA,NA,NA,NA,"0.8644","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5390",5390,"Lester E Cox Medical Center-School of Medical Technology","Springfield","MO","65807-5210","NULL","NULL","NULL","0.4482758621","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","37400","40700","44900","NULL",1
"5391",5391,"Western Governors University","Salt Lake City","UT","84107","NULL","NULL","NULL","0.3079042535","0.1436",NA,NA,NA,NA,NA,NA,NA,"0.2685","33300","39400","57400","NULL",1
"5392",5392,"Santa Barbara Business College-Ventura","Ventura","CA","93003","NULL","NULL","NULL","0.4890282132",NA,NA,NA,NA,NA,NA,NA,NA,"0.4366","31100","PrivacySuppressed","PrivacySuppressed","NULL",1
"5394",5394,"Herzing University-Kenner","Kenner","LA","70062","0.7097","NULL","NULL","0.2944542254","0.0709",NA,NA,NA,NA,NA,NA,NA,"0.2857","38500","47600","47700","NULL",1
"5396",5396,"Florida Gulf Coast University","Fort Myers","FL","33965-6565","0.6762","560","24","0.4284960422","0.0054","0.0332",NA,"0.0395","0.0063",NA,"0.0015",NA,"0.4519","42300","46500","50200","NULL",1
"5399",5399,"National Labor College","Silver Spring","MD","20903-1706","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5400",5400,"ITT Technical Institute-Richardson","Richardson","TX","75080","0.6959","NULL","NULL","0.3187633262","0.4106",NA,"0.4221",NA,NA,NA,NA,NA,"0.2692","38200","46300","47200","NULL",1
"5412",5412,"Michigan Jewish Institute","W Bloomfield","MI","48322-3032","0.7637","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.6207","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5414",5414,"Florida College of Integrative Medicine","Orlando","FL","32809-5721","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5419",5419,"City College-Miami","Miami","FL","33156","NULL","NULL","NULL","0.4256243214",NA,NA,NA,NA,NA,NA,NA,NA,"0.3529","26900","34500","34800","NULL",1
"5420",5420,"ITT Technical Institute-Arnold","Arnold","MO","63010","0.9407","NULL","NULL","0.3187633262","0.38",NA,"0.276",NA,NA,NA,NA,NA,"0.3241","38200","46300","47200","NULL",1
"5421",5421,"ITT Technical Institute-Oak Brook","Oak Brook","IL","60523","0.8274","NULL","NULL","0.3187633262","0.3986",NA,"0.3913",NA,NA,NA,NA,NA,"0.4468","38200","46300","47200","NULL",1
"5427",5427,"Florida Coastal School of Law","Jacksonville","FL","32256","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5433",5433,"Yeshiva College of the Nations Capital","Silver  Spring","MD","20902","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5434",5434,"University of Phoenix-South Florida Campus","Plantation","FL","33324-1393","NULL","NULL","NULL","0.1884355238","0.007",NA,NA,NA,NA,NA,NA,NA,"0.1488","42700","54400","75800","NULL",1
"5435",5435,"University of Phoenix-North Florida Campus","Jacksonville","FL","32216-0959","NULL","NULL","NULL","0.1884355238","0.0476",NA,NA,NA,NA,NA,NA,NA,"0.188","42700","54400","75800","NULL",1
"5436",5436,"University of Phoenix-West Florida Campus","Temple Terrace","FL","33637-1920","NULL","NULL","NULL","0.1884355238","0.0568",NA,NA,NA,NA,NA,NA,NA,"0.1558","42700","54400","75800","NULL",1
"5437",5437,"University of Phoenix-Maryland","Columbia","MD","21045-5423","NULL","NULL","NULL","0.1884355238","0.0227",NA,NA,NA,NA,NA,NA,NA,"0.1018","42700","54400","75800","NULL",1
"5438",5438,"University of Phoenix-Oklahoma City Campus","Oklahoma City","OK","73116-8244","NULL","NULL","NULL","0.1884355238",NA,NA,NA,NA,NA,NA,NA,NA,"0.125","42700","54400","75800","NULL",1
"5439",5439,"University of Phoenix-Tulsa Campus","Tulsa","OK","74134-1412","NULL","NULL","NULL","0.1884355238","0.0794",NA,NA,NA,NA,NA,NA,NA,"0.1379","42700","54400","75800","NULL",1
"5440",5440,"Louisiana State University Health Sciences Center-Shreveport","Shreveport","LA","71103","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5443",5443,"Montessori Institute of Milwaukee","Milwaukee","WI","53207-3074","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5446",5446,"Argosy University-Phoenix","Phoenix","AZ","85021","NULL","NULL","NULL","0.1547148504",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","40500","41300","42800","NULL",1
"5449",5449,"Vatterott College-Sunset Hills","Sunset Hills","MO","63127-1516","NULL","NULL","NULL","0.5243215566","0.2167",NA,"0.0743",NA,NA,NA,NA,NA,"0.6257","27500","38100","42500","NULL",1
"5451",5451,"Southwest Acupuncture College-Boulder","Boulder","CO","80301","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5454",5454,"Los Angeles Film School","Hollywood","CA","90028-7318","NULL","NULL","NULL","0.8326180258",NA,NA,NA,NA,NA,NA,NA,NA,"0.6948","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5455",5455,"Argosy University-Orange County","Orange","CA","92868","NULL","NULL","NULL","0.1547148504",NA,NA,NA,NA,NA,NA,NA,NA,"0","40500","41300","42800","NULL",1
"5457",5457,"National American University-Bloomington","Bloomington","MN","55425-5550","NULL","NULL","NULL","0.1361783745","0.0366",NA,NA,NA,NA,NA,NA,NA,"0.2667","30300","43300","56400","NULL",1
"5461",5461,"International Baptist College and Seminary","Chandler","AZ","85286","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.4286","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5465",5465,"Mattia College","Miami","FL","33175","NULL","NULL","NULL","0.7731958763",NA,NA,NA,NA,NA,NA,NA,NA,"0.8655","30300","PrivacySuppressed","PrivacySuppressed","NULL",1
"5467",5467,"University of Connecticut-Tri-Campus","Waterbury","CT","06702","0.4954","570","NULL","0.6701720841","0.0037","0.0819",NA,"0.087","0.0153",NA,"0.0089",NA,"0.5117","56800","57400","61200","NULL",1
"5468",5468,"University of Connecticut-Avery Point","Groton","CT","06340-6097","0.6104","570","NULL","0.6701720841","0.0037","0.0819",NA,"0.087","0.0153",NA,"0.0089",NA,"0.4764","56800","57400","61200","NULL",1
"5469",5469,"University of Connecticut-Stamford","Stamford","CT","06901-2315","0.4458","560","NULL","0.6701720841","0.0037","0.0819",NA,"0.087","0.0153",NA,"0.0089",NA,"0.5337","56800","57400","61200","NULL",1
"5470",5470,"ITT Technical Institute-Saint Rose","Saint Rose","LA","70087","0.9005","NULL","NULL","0.3187633262","0.3907",NA,"0.2326",NA,NA,NA,NA,NA,"0.3827","38200","46300","47200","NULL",1
"5471",5471,"ITT Technical Institute-Richmond","Richmond","VA","23235-5139","0.8198","NULL","NULL","0.3187633262","0.2552",NA,"0.2343",NA,NA,NA,NA,NA,"0.3103","38200","46300","47200","NULL",1
"5473",5473,"University of Management and Technology","Arlington","VA","22209-1609","NULL","NULL","NULL","PrivacySuppressed","0.0947",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"5475",5475,"ITT Technical Institute-Lathrop","Lathrop","CA","95330","0.9086","NULL","NULL","0.3187633262","0.1608",NA,"0.2784",NA,NA,NA,NA,NA,"0.422","38200","46300","47200","NULL",1
"5477",5477,"Linfield College-School of Nursing","Portland","OR","97210-2932","NULL","NULL","NULL","0.6511627907",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","51900","53500","56800","NULL",1
"5478",5478,"DeVry University's Keller Graduate School of Management-Virginia","Arlington","VA","22202-3843","NULL","NULL","NULL","0.6725352113","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5479",5479,"DeVry University's Keller Graduate School of Management-Wisconsin","Milwaukee","WI","53202-4400","NULL","NULL","NULL","0.6725352113","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5493",5493,"Westwood College-Anaheim","Anaheim","CA","92806","0.6468","NULL","NULL","0.1350739511","0.1379",NA,"0.0172",NA,NA,NA,NA,NA,"0.528","33800","40400","45300","NULL",1
"5499",5499,"Stevens-Henager College","Murray","UT","84123-5671","NULL","NULL","NULL","0.3936246418","0.0485",NA,NA,NA,NA,NA,NA,NA,"0.5468","30200","37500","37800","NULL",1
"5500",5500,"Brookline College-Tucson","Tucson","AZ","85711","NULL","NULL","NULL","0.5461538462",NA,NA,NA,NA,NA,NA,NA,NA,"0.5504","22100","27700","35300","NULL",1
"5508",5508,"University of Phoenix-Southern Colorado Campus","Colorado Springs","CO","80919-2221","NULL","NULL","NULL","0.1884355238",NA,NA,NA,NA,NA,NA,NA,NA,"0.1379","42700","54400","75800","NULL",1
"5509",5509,"University of Phoenix-West Michigan Campus","Walker","MI","49544-1683","NULL","NULL","NULL","0.1884355238",NA,NA,NA,NA,NA,NA,NA,NA,"0.1538","42700","54400","75800","NULL",1
"5510",5510,"Stratford University","Fairfax","VA","22030","NULL","NULL","NULL","0.2236421725","0.0988",NA,NA,NA,NA,NA,NA,NA,"0.2","36400","40700","51900","NULL",1
"5512",5512,"American InterContinental University-Atlanta","Atlanta","GA","30328","NULL","NULL","NULL","0.3208087419","0.0379",NA,NA,NA,NA,NA,NA,NA,"0.2404","34800","49400","71300","NULL",1
"5513",5513,"American InterContinental University-South Florida","Weston","FL","33326","NULL","NULL","NULL","0.3208087419","0.0635",NA,NA,NA,NA,NA,NA,NA,"0.2149","34800","49400","71300","NULL",1
"5514",5514,"University of Phoenix-Philadelphia Campus","Wayne","PA","19087-2121","NULL","NULL","NULL","0.1884355238",NA,NA,NA,NA,NA,NA,NA,NA,"0.0898","42700","54400","75800","NULL",1
"5515",5515,"University of Phoenix-Pittsburgh Campus","Pittsburgh","PA","15276-0119","NULL","NULL","NULL","0.1884355238","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.05","42700","54400","75800","NULL",1
"5525",5525,"Everest University-Jacksonville","Jacksonville","FL","32256-1240","NULL","NULL","NULL","0.4167447673",NA,NA,NA,NA,NA,NA,NA,NA,"0.3493","23600","34000","37500","NULL",1
"5527",5527,"Midwest College of Oriental Medicine-Chicago","Chicago","IL","60613-1429","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5529",5529,"Argosy University-Seattle","Seattle","WA","98121","NULL","NULL","NULL","0.1547148504",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","40500","41300","42800","NULL",1
"5532",5532,"ITT Technical Institute-Wilmington","Wilmington","MA","01887","0.7814","NULL","NULL","0.3187633262","0.545",NA,"0.455",NA,NA,NA,NA,NA,"0.39","38200","46300","47200","NULL",1
"5534",5534,"DeVry University-Florida","Miramar","FL","33027-4150","0.7755","NULL","NULL","0.1516278553","0.2709","0.0378","0.0961",NA,NA,NA,NA,NA,"0.4293","44100","52500","61100","NULL",1
"5536",5536,"University of Phoenix-St Louis Campus","Saint Louis","MO","63043","NULL","NULL","NULL","0.1884355238",NA,NA,NA,NA,NA,NA,NA,NA,"0.102","42700","54400","75800","NULL",1
"5537",5537,"Johnson & Wales University-Denver","Denver","CO","80220","0.6179","NULL","NULL","0.4942172656",NA,NA,NA,NA,NA,NA,NA,NA,"0.5088","34300","38700","42200","NULL",1
"5538",5538,"University of Phoenix-Ohio","Beachwood","OH","44122-7343","NULL","NULL","NULL","0.1884355238","0.0816",NA,NA,NA,NA,NA,NA,NA,"0.08","42700","54400","75800","NULL",1
"5541",5541,"DeVry University-Maryland","Bethesda","MD","20814-3304","0.7742","NULL","NULL","0.1516278553","0.0588",NA,NA,NA,NA,NA,NA,NA,"0.4286","44100","52500","61100","NULL",1
"5543",5543,"East West College of Natural Medicine","Sarasota","FL","34234-0000","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5546",5546,"Atlantic Institute of Oriental Medicine","Fort Lauderdale","FL","33301-3510","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5555",5555,"Crossroads Bible College","Indianapolis","IN","46219-4912","NULL","NULL","NULL","0.4415584416",NA,NA,NA,NA,NA,NA,NA,NA,"0.5","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5560",5560,"The King's University","Southlake","TX","76092","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.1176","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5565",5565,"New York College of Traditional Chinese Medicine","Mineola","NY","11501","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5567",5567,"Northeastern Seminary","Rochester","NY","14624","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5570",5570,"Pacific Islands University","Mangilao","GU","96913","0.8214","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.3158","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5574",5574,"Seattle Institute of Oriental Medicine","Seattle","WA","98115-6467","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5576",5576,"Acupuncture and Massage College","Miami","FL","33176","NULL","NULL","NULL","0.6557377049",NA,NA,NA,NA,NA,NA,NA,NA,"0.1667","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5579",5579,"Upper Valley Educators Institute","Lebanon","NH","03766-1358","NULL","NULL","NULL","0.4571428571","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5580",5580,"Keck Graduate Institute","Claremont","CA","91711","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"5587",5587,"Westwood College-River Oaks","Calumet City","IL","60409","0.4798","NULL","NULL","0.2961340985","0.1942",NA,NA,NA,NA,NA,NA,NA,"0.2785","29600","37200","39400","NULL",1
"5588",5588,"ITT Technical Institute-Green Bay","Green Bay","WI","54313","0.8736","NULL","NULL","0.3187633262","0.2244",NA,"0.2178",NA,NA,NA,NA,NA,"0.2977","38200","46300","47200","NULL",1
"5594",5594,"Everest College-Ontario Metro","Ontario","CA","91761","NULL","NULL","NULL","0.4217098943",NA,NA,NA,NA,NA,NA,NA,NA,"0.5394","25000","30000","41500","NULL",1
"5597",5597,"The Art Institute of Washington","Arlington","VA","22209-1802","0.6654","NULL","NULL","0.2439665472","0.1217",NA,NA,NA,NA,NA,NA,NA,"0.2561","31000","35800","39200","NULL",1
"5601",5601,"Marlboro College Graduate & Professional Studies","Brattleboro","VT","05301","NULL","NULL","NULL","0.5670103093",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1
"5602",5602,"University of Phoenix-Massachusetts","Braintree","MA","02184-1744","NULL","NULL","NULL","0.1884355238","0.1628",NA,NA,NA,NA,NA,NA,NA,"0.0471","42700","54400","75800","NULL",1
"5603",5603,"University of Phoenix-Dallas Campus","Dallas","TX","75251-2004","NULL","NULL","NULL","0.1884355238",NA,NA,NA,NA,NA,NA,NA,NA,"0.1634","42700","54400","75800","NULL",1
