"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"6453",6453,"Wolford College","Naples","FL","34108","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6474",6474,"Yeshivas Be'er Yitzchok","Elizabeth","NJ","07208","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","PrivacySuppressed",1
"6475",6475,"Yeshiva Toras Chaim","Lakewood","NJ","08701","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.0286","NULL","NULL","NULL","PrivacySuppressed",1
"6476",6476,"Talmudical Seminary of Bobov","Brooklyn","NY","11219","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.2083","NULL","NULL","NULL","PrivacySuppressed",1
"6487",6487,"Charleston School of Law","Charleston","SC","29403","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6502",6502,"The Art Institute of Pittsburgh-Online Division","Pittsburgh","PA","15222-4332","0.7533","NULL","NULL","0.1635895714","0.1953",NA,NA,NA,NA,NA,NA,NA,"0.2099","30900","36500","36100","59200",1
"6503",6503,"University of South Florida-Sarasota-Manatee","Sarasota","FL","34243-2049","NULL","NULL","NULL","0.4657534247","0.0309",NA,NA,NA,NA,NA,NA,NA,"NULL","44300","46300","49000","61600",1
"6504",6504,"University of South Florida-Polytechnic","Lakeland","FL","33803-9807","NULL","NULL","NULL","0.4657534247","0.0634",NA,NA,NA,NA,NA,NA,NA,"NULL","44300","46300","49000","61600",1
"6505",6505,"Brown Mackie College-Indianapolis","Indianapolis","IN","46204","NULL","NULL","NULL","0.3678290214",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","47100",1
"6506",6506,"CollegeAmerica-Cheyenne","Cheyenne","WY","82009","NULL","NULL","NULL","0.3348365276",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","28000","36300","PrivacySuppressed","40500",1
"6508",6508,"Centro de Estudios Multidisciplinarios-Bayamon","Bayamón","PR","00961","NULL","NULL","NULL","0.3799019608",NA,NA,NA,NA,NA,NA,NA,NA,"0.4","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","33800",1
"6509",6509,"Bryant & Stratton College-Wauwatosa","Wauwatosa","WI","53226","NULL","NULL","NULL","0.2688882505","0.0239",NA,NA,NA,NA,NA,NA,NA,"0.4082","21200","29900","36300","43500",1
"6510",6510,"Minnesota School of Business-Blaine","Blaine","MN","55449","NULL","NULL","NULL","0.3696617697","0.0664",NA,NA,NA,NA,NA,NA,NA,"NULL","31300","41200","42700","51600",1
"6512",6512,"The Art Institute of Michigan","Novi","MI","48377-2985","0.4241","NULL","NULL","0.362920857","0.0301",NA,NA,NA,NA,NA,NA,NA,"NULL","33600","38700","40700","52500",1
"6515",6515,"The Art Institute of Austin","Austin","TX","78728","0.4522","NULL","NULL","0.3516699411","0.125",NA,NA,NA,NA,NA,NA,NA,"NULL","34900","36900","44500","51800",1
"6516",6516,"Argosy University-The Art Institute of California-Silicon Valley","Sunnyvale","CA","94086","0.5583","NULL","NULL","0.1853752405","0.0533",NA,NA,NA,NA,NA,NA,NA,"NULL","39700","42200","44600","65300",1
"6519",6519,"National American University-Austin","Austin","TX","78727-1208","NULL","NULL","NULL","0.160461653","0.1667",NA,NA,NA,NA,NA,NA,NA,"NULL","30500","45600","58700","62500",1
"6520",6520,"National American University-Wichita","Wichita","KS","67206-1097","NULL","NULL","NULL","0.160461653",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","30500","45600","58700","62500",1
"6524",6524,"ITT Technical Institute-Cary","Cary","NC","27518","0.7892","NULL","NULL","0.3430191354","0.5849",NA,"0.3962",NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"6525",6525,"ITT Technical Institute-Madison","Madison","AL","35758","0.6244","NULL","NULL","0.3430191354","0.4615",NA,"0.4462",NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"6526",6526,"ITT Technical Institute-Clive","Clive","IA","50325","0.907","NULL","NULL","0.3430191354","0.5077",NA,"0.4923",NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"6527",6527,"ITT Technical Institute-Columbus","Columbus","OH","43232","0.836","NULL","NULL","0.3430191354","0.5143",NA,"0.3429",NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"6528",6528,"ITT Technical Institute-Phoenix","Phoenix","AZ","85021","0.5633","NULL","NULL","0.3430191354","0.3611",NA,"0.4815",NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"6529",6529,"ITT Technical Institute-Madison","Madison","WI","53713","0.803","NULL","NULL","0.3430191354","0.3187",NA,"0.3077",NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"6530",6530,"ITT Technical Institute-High Point","High Point","NC","27265","0.8286","NULL","NULL","0.3430191354","0.6923",NA,"0.3077",NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"6532",6532,"The Art Institutes International–Kansas City","Lenexa","KS","66214-1625","0.3839","NULL","NULL","0.3678290214",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","47100",1
"6533",6533,"The Art Institute of Raleigh-Durham","Durham","NC","27701","0.5","NULL","NULL","0.3256244218","0.0556",NA,NA,NA,NA,NA,NA,NA,"NULL","27500","36000","32400","45600",1
"6540",6540,"Argosy University-Salt Lake City","Draper","UT","84020","NULL","NULL","NULL","0.1853752405",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","39700","42200","44600","65300",1
"6549",6549,"Strayer University-Kentucky","Lexington","KY","40503","NULL","NULL","NULL","0.1470469419","0.1837",NA,NA,NA,NA,NA,NA,NA,"NULL","43200","58900","72200","83200",1
"6550",6550,"Strayer University-North Carolina","Morrisville","NC","27560","NULL","NULL","NULL","0.1470469419","0.114",NA,NA,NA,NA,NA,NA,NA,"0","43200","58900","72200","83200",1
"6551",6551,"Strayer University-New Jersey","Cherry Hill","NJ","08002","NULL","NULL","NULL","0.1470469419","0.1042",NA,NA,NA,NA,NA,NA,NA,"NULL","43200","58900","72200","83200",1
"6565",6565,"The King’s College","New York","NY","10004","0.6656","610","27","0.2954545455",NA,NA,NA,NA,NA,NA,NA,NA,"0.5088","NULL","NULL","NULL","NULL",1
"6566",6566,"DeVry University-Kentucky","Louisville","KY","40223-3887","0.8462","NULL","NULL","0.126394998","0.3333",NA,NA,NA,NA,NA,NA,NA,"NULL","43900","52000","60200","73100",1
"6567",6567,"Chamberlain College of Nursing-Illinois","Addison","IL","60101","0.7273","NULL","NULL","0.4153031761",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","98800",1
"6568",6568,"Chamberlain College of Nursing-Ohio","Columbus","OH","43209","0.8529","NULL","NULL","0.4153031761",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","98800",1
"6569",6569,"Chamberlain College of Nursing-Arizona","Phoenix","AZ","85021","0.75","NULL","NULL","0.4153031761",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","98800",1
"6599",6599,"Ottawa University-Online","Ottawa","KS","66067","NULL","NULL","NULL","0.2649294245",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","39200","46400","45900","68900",1
"6600",6600,"Broadview University-Orem","Orem","UT","84057","NULL","NULL","NULL","0.258780037","0.0217",NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","50000",1
"6603",6603,"Virginia College-Greenville","Greenville","SC","29607","0.7725","NULL","NULL","0.3355704698",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","26500","36900","40700","42700",1
"6606",6606,"Taft University System","Denver","CO","80246","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6619",6619,"Aspen University","Denver","CO","80246","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6620",6620,"Institute of Taoist Education and Acupuncture","Louisville","CO","80027","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6622",6622,"Denver School of Nursing","Denver","CO","80202","0.7","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6645",6645,"Urshan Graduate School of Theology","Florissant","MO","63031","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6648",6648,"Charlotte School of Law","Charlotte","NC","28244","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6649",6649,"Daoist Traditions College of Chinese Medical Arts","Asheville","NC","28801","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6657",6657,"Yeshiva of Machzikai Hadas","Brooklyn","NY","11219","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6668",6668,"Pacific Northwest University of Health Sciences","Yakima","WA","98901","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6671",6671,"The Chicago School of Professional Psychology at Irvine","Irvine","CA","92612","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"6681",6681,"Minnesota School of Business-Moorhead","Moorhead","MN","56560","NULL","NULL","NULL","0.3696617697","0.0175",NA,NA,NA,NA,NA,NA,NA,"NULL","31300","41200","42700","51600",1
"6682",6682,"Brown Mackie College-Boise","Boise","ID","83709","NULL","NULL","NULL","0.3678290214","0.0057",NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","47100",1
"6683",6683,"Brown Mackie College-Tulsa","Tulsa","OK","74146","NULL","NULL","NULL","0.3678290214","0.1282",NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","47100",1
"6687",6687,"The Chicago School of Professional Psychology at Los Angeles","Los Angeles","CA","90017","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"6689",6689,"The Chicago School of Professional Psychology at Westwood","Los Angeles","CA","90024","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"6697",6697,"Providence Christian College","Pasadena","CA","91104","0.5","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.5652","NULL","NULL","NULL","NULL",1
"6700",6700,"Institute of World Politics","Washington","DC","20036","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6701",6701,"Pontifical John Paul II Institute for Studies on Marriage and Family","Washington","DC","20064","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6718",6718,"Vermont College of Fine Arts","Montpelier","VT","05602","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6720",6720,"The Art Institute of Washington-Dulles","Sterling","VA","20166","0.4773","NULL","NULL","0.2557064432",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","30900","36100","40800","50800",1
"6723",6723,"Virginia College-Charleston","North Charleston","SC","29406","NULL","NULL","NULL","0.3355704698",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","26500","36900","40700","42700",1
"6738",6738,"Sanford-Brown College-Online","Tampa","FL","33614","NULL","NULL","NULL","0.3368114535","0.2669",NA,NA,NA,NA,NA,NA,NA,"NULL","28800","32200","34200","46500",1
"6743",6743,"Argosy University-Phoenix Online Division","Phoenix","AZ","85021","NULL","NULL","NULL","0.1853752405",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","39700","42200","44600","65300",1
"6747",6747,"ITT Technical Institute-Madison","Madison","MS","39110","0.7143","NULL","NULL","0.3430191354","0.4583",NA,"0.2708",NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"6748",6748,"ITT Technical Institute-Springfield","Springfield","MO","65807","0.8416","NULL","NULL","0.3430191354","0.4681",NA,"0.2553",NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"6750",6750,"ITT Technical Institute-Concord","Concord","CA","94520","0.6456","NULL","NULL","0.3430191354","0.4",NA,"0.4909",NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"6751",6751,"ITT Technical Institute-Fort Myers","Fort Myers","FL","33912","0.5193","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"6752",6752,"ITT Technical Institute-Charlotte North","Charlotte","NC","28262","0.7969","NULL","NULL","0.3430191354","0.5556",NA,"0.4444",NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"6754",6754,"Polytechnic University of Puerto Rico-Miami","Miami","FL","33166","NULL","NULL","NULL","0.0962379703","0.1176",NA,NA,NA,NA,NA,NA,NA,"NULL","29400","30300","PrivacySuppressed","50500",1
"6755",6755,"Polytechnic University of Puerto Rico-Orlando","Orlando","FL","32825","NULL","NULL","NULL","0.0962379703",NA,"0.8",NA,NA,NA,NA,NA,NA,"0","29400","30300","PrivacySuppressed","50500",1
"6758",6758,"The Commonwealth Medical College","Scranton","PA","18510","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6763",6763,"Brown Mackie College-Phoenix","Phoenix","AZ","85029","NULL","NULL","NULL","0.3678290214","0.0541",NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","47100",1
"6764",6764,"Strayer University-West Virginia","Scott Depot","WV","25560","NULL","NULL","NULL","0.1470469419",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","43200","58900","72200","83200",1
"6765",6765,"Strayer University-Utah","Sandy","UT","84070","NULL","NULL","NULL","0.1470469419","0.2",NA,NA,NA,NA,NA,NA,NA,"NULL","43200","58900","72200","83200",1
"6766",6766,"Strayer University-Ohio","Mason","OH","45040","NULL","NULL","NULL","0.1470469419","0.1",NA,NA,NA,NA,NA,NA,NA,"NULL","43200","58900","72200","83200",1
"6774",6774,"Minnesota School of Business-Elk River","Elk River","MN","55330","NULL","NULL","NULL","0.3696617697","0.0429",NA,NA,NA,NA,NA,NA,NA,"NULL","31300","41200","42700","51600",1
"6775",6775,"Brown Mackie College-Greenville","Greenville","SC","29601","NULL","NULL","NULL","0.3678290214",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","47100",1
"6776",6776,"Globe University-Sioux Falls","Sioux Falls","SD","57108","NULL","NULL","NULL","0.281938326",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","28300","35100","40500","47000",1
"6777",6777,"Globe University-Eau Claire","Eau Claire","WI","54701-5168","NULL","NULL","NULL","0.281938326","0.0625",NA,NA,NA,NA,NA,NA,NA,"NULL","28300","35100","40500","47000",1
"6779",6779,"Globe University-Minneapolis","Minneapolis","MN","55402","NULL","NULL","NULL","0.281938326",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","28300","35100","40500","47000",1
"6790",6790,"University of Minnesota-Rochester","Rochester","MN","55904","0.6701","600","27","0.5960340872",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","53400","52500","55200","72400",1
"6796",6796,"Herzing University-Toledo","Toledo","OH","43615","1","NULL","NULL","0.3236057069","0.2",NA,NA,NA,NA,NA,NA,NA,"NULL","40100","44300","47900","58300",1
"6803",6803,"Chamberlain College of Nursing-Florida","Jacksonville","FL","32256","0.5","NULL","NULL","0.4153031761",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","98800",1
"6805",6805,"Remington College of Nursing Orlando","Lake Mary","FL","32746","NULL","NULL","NULL","0.4867256637",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","28400","36700","37500","37900",1
"6809",6809,"Horizon University","San Diego","CA","92111-2622","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6813",6813,"Academy for Jewish Religion-California","Los Angeles","CA","90010","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6825",6825,"University of Fort Lauderdale","Lauderhill","FL","33313","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6833",6833,"Pacific Rim Christian University","Honolulu","HI","96819-2228","0.7586","NULL","NULL","0.3333333333",NA,NA,NA,NA,NA,NA,NA,NA,"0.3023","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","45800",1
"6851",6851,"City Vision University","Kansas City","MO","64109-1845","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"6891",6891,"Bethel College","Hampton","VA","23666","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"0.75","NULL","NULL","NULL","NULL",1
"6895",6895,"Pinchot University","Seattle","WA","98104-2617","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6900",6900,"West Coast University-Orange County","Anaheim","CA","92802","0.7004","NULL","NULL","0.7072905332",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","125100",1
"6901",6901,"West Coast University-Ontario","Ontario","CA","91761","0.4839","NULL","NULL","0.7072905332",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","125100",1
"6904",6904,"Virginia College-Augusta","Augusta","GA","30909","NULL","NULL","NULL","0.3355704698",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","26500","36900","40700","42700",1
"6924",6924,"National University College-Ponce","Ponce","PR","00716","0.9312","NULL","NULL","0.0141737033",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","19300","21300","PrivacySuppressed","32100",1
"6927",6927,"The Art Institute of Virginia Beach","Virginia Beach","VA","23462","0.5306","NULL","NULL","0.2557064432",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","30900","36100","40800","50800",1
"6928",6928,"Bryant & Stratton College-Bayshore","Glendale","WI","53217","NULL","NULL","NULL","0.2688882505",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","21200","29900","36300","43500",1
"6929",6929,"Daymar College-Online","Louisville","KY","40219","NULL","NULL","NULL","0.3550356053",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","35400",1
"6943",6943,"Globe University-Madison East","Madison","WI","53718","NULL","NULL","NULL","0.281938326",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","28300","35100","40500","47000",1
"6944",6944,"Minnesota School of Business-Lakeville","Lakeville","MN","55044","NULL","NULL","NULL","0.3696617697","0.069",NA,NA,NA,NA,NA,NA,NA,"NULL","31300","41200","42700","51600",1
"6945",6945,"Globe University–Green Bay","Green Bay","WI","54311","NULL","NULL","NULL","0.281938326",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","28300","35100","40500","47000",1
"6946",6946,"Globe University–Madison West","Middleton","WI","53562","NULL","NULL","NULL","0.281938326",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","28300","35100","40500","47000",1
"6947",6947,"Globe University–Wausau","Rothschild","WI","54474","NULL","NULL","NULL","0.281938326",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","28300","35100","40500","47000",1
"6956",6956,"Strayer University-Arkansas","Little Rock","AR","72211","NULL","NULL","NULL","0.1470469419",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","43200","58900","72200","83200",1
"6957",6957,"Strayer University-Georgia","Atlanta","GA","30341","NULL","NULL","NULL","0.1470469419","0.1111",NA,NA,NA,NA,NA,NA,NA,"0","43200","58900","72200","83200",1
"6958",6958,"Strayer University-Louisiana","Metairie","LA","70005","NULL","NULL","NULL","0.1470469419",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","43200","58900","72200","83200",1
"6959",6959,"Strayer University-Mississippi","Jackson","MS","39206","NULL","NULL","NULL","0.1470469419",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","43200","58900","72200","83200",1
"6960",6960,"Strayer University-South Carolina","Greenville","SC","29607","NULL","NULL","NULL","0.1470469419","0.0996",NA,NA,NA,NA,NA,NA,NA,"1","43200","58900","72200","83200",1
"6961",6961,"Strayer University-Texas","Austin","TX","78759","NULL","NULL","NULL","0.1470469419","0.3333",NA,NA,NA,NA,NA,NA,NA,"NULL","43200","58900","72200","83200",1
"6962",6962,"The Art Institute of San Antonio","San Antonio","TX","78230","0.5714","NULL","NULL","0.3516699411",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","34900","36900","44500","51800",1
"6963",6963,"Globe University-La Crosse","Onalaska","WI","54650","NULL","NULL","NULL","0.281938326",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","28300","35100","40500","47000",1
"6972",6972,"Broadview Entertainment Arts University","Salt Lake City","UT","84115","NULL","NULL","NULL","0.258780037",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","50000",1
"6973",6973,"Bryant & Stratton College-Hampton","Hampton","VA","23666","NULL","NULL","NULL","0.2688882505",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","21200","29900","36300","43500",1
"6983",6983,"Unitek College","Fremont","CA","94538","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.6147","NULL","NULL","NULL","NULL",1
"6985",6985,"Southern California University SOMA","Los Angeles","CA","90010","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"6987",6987,"South University–Richmond","Glen Allen","VA","23060","NULL","NULL","NULL","0.159801877",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","30200","41900","45300","74600",1
"6988",6988,"South University–Virginia Beach","Virginia Beach","VA","23452","0.5895","NULL","NULL","0.159801877",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","30200","41900","45300","74600",1
"7018",7018,"ITT Technical Institute-Merrillville","Merrillville","IN","46410","0.575","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7019",7019,"ITT Technical Institute-Tallahassee","Tallahassee","FL","32303","0.509","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7020",7020,"ITT Technical Institute-Salem","Salem","VA","24153","0.5556","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7021",7021,"ITT Technical Institute-Akron","Akron","OH","44333","0.6218","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7022",7022,"ITT Technical Institute-Cedar Rapids","Cedar Rapids","IA","52404","0.7538","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7023",7023,"ITT Technical Institute-Corona","Corona","CA","92883","0.8223","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7024",7024,"ITT Technical Institute-Johnson City","Johnson City","TN","37615","0.6721","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7025",7025,"ITT Technical Institute-DeSoto","DeSoto","TX","75115","0.8019","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7026",7026,"ITT Technical Institute-North Charleston","North Charleston","SC","29406","0.5714","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7027",7027,"ITT Technical Institute-Aurora","Aurora","CO","80014","0.7358","NULL","NULL","0.3430191354","0.6341",NA,"0.3659",NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7028",7028,"ITT Technical Institute-West Covina","San Dimas","CA","91773","0.7684","NULL","NULL","0.3430191354",NA,NA,"0.3333",NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7029",7029,"ITT Technical Institute-Culver City","Culver City","CA","90230","0.7261","NULL","NULL","0.3430191354","0.5",NA,"0.0938",NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7030",7030,"ITT Technical Institute-Dearborn","Dearborn","MI","48124","0.7365","NULL","NULL","0.3430191354","0.3385",NA,"0.3769",NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7031",7031,"ITT Technical Institute-Las Vegas","North Las Vegas","NV","89032","0.8619","NULL","NULL","0.3430191354","0.3333",NA,"0.4737",NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7032",7032,"Touro University Worldwide","Los Alamitos","CA","90720","0.4286","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"0.5","NULL","NULL","NULL","NULL",1
"7033",7033,"Touro University California","Vallejo","CA","94592","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7034",7034,"The Chicago School of Professional Psychology at Washington DC","Washington","DC","20005","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"7036",7036,"Touro University Nevada","Henderson","NV","89014","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7038",7038,"Herzing University-Kenosha","Kenosha","WI","53144","0.9524","NULL","NULL","0.3236057069",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","40100","44300","47900","58300",1
