"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"3290",3290,"Northwest Christian University","Eugene","OR","97401-3745","0.5014","550","23","0.4285714286","0.014",NA,NA,"0.014","0.007",NA,NA,NA,"0.4423","NULL","NULL","NULL","NULL",1
"3291",3291,"Oregon Health & Science University","Portland","OR","97239-3098","NULL","NULL","NULL","0.9215116279",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"3292",3292,"Oregon Institute of Technology","Klamath Falls","OR","97601-8801","0.9277","590","27","0.4413793103","0.0288","0.0797","0.1983","0.0237","0.0017",NA,NA,NA,"0.4219","NULL","NULL","NULL","NULL",1
"3293",3293,"Oregon College of Art and Craft","Portland","OR","97225","0.8261","NULL","NULL","0.5208333333",NA,NA,NA,NA,NA,NA,NA,NA,"0","NULL","NULL","NULL","NULL",1
"3294",3294,"Oregon State University","Corvallis","OR","97331","0.8247","620","27","0.497729337","0.0191","0.1486",NA,"0.0628","0.009",NA,"0.0171",NA,"0.6022","NULL","NULL","NULL","NULL",1
"3295",3295,"University of Oregon","Eugene","OR","97403","0.7966","620","27","0.5876747141","0.0075",NA,NA,"0.0667","0.0153",NA,"0.0118",NA,"0.6785","NULL","NULL","NULL","NULL",1
"3296",3296,"Pacific Northwest College of Art","Portland","OR","97209-3404","0.5341","NULL","NULL","0.3893129771",NA,NA,NA,NA,NA,NA,NA,NA,"0.303","NULL","NULL","NULL","NULL",1
"3297",3297,"Pacific University","Forest Grove","OR","97116","0.4561","610","NULL","0.5434243176","0.0083",NA,NA,"0.1105","0.011",NA,"0.0276",NA,"0.6463","NULL","NULL","NULL","NULL",1
"3304",3304,"Portland State University","Portland","OR","97201","0.7851","580","NULL","0.4066746126","0.0139","0.0416",NA,"0.0419","0.0096",NA,"0.011",NA,"0.3598","NULL","NULL","NULL","NULL",1
"3305",3305,"University of Portland","Portland","OR","97203-5798","0.6498","650","NULL","0.7301324503","0.0107","0.0799","0.0027","0.0905","0.0053",NA,"0.02",NA,"0.7664","NULL","NULL","NULL","NULL",1
"3306",3306,"Reed College","Portland","OR","97202-8199","0.4263","710","33","0.6769230769",NA,NA,NA,"0.1042","0.0536",NA,"0.0685",NA,"0.7868","NULL","NULL","NULL","NULL",1
"3309",3309,"Pioneer Pacific College","Wilsonville","OR","97070-9296","NULL","NULL","NULL","0.6405484819","0.0416",NA,NA,NA,NA,NA,NA,NA,"0.5268","NULL","NULL","NULL","NULL",1
"3311",3311,"Southern Oregon University","Ashland","OR","97520","0.7819","560","NULL","0.2580019399","0.0319",NA,NA,"0.0403","0.0181",NA,"0.0431",NA,"0.3091","NULL","NULL","NULL","NULL",1
"3315",3315,"Warner Pacific College","Portland","OR","97215","0.5486","570","21","0.4617486339",NA,NA,NA,"0.04",NA,NA,NA,NA,"0.7674","NULL","NULL","NULL","NULL",1
"3316",3316,"Corban University","Salem","OR","97317-9392","0.4103","588","26","0.3171641791","0.0099",NA,NA,NA,"0.0149",NA,NA,NA,"0.5758","NULL","NULL","NULL","NULL",1
"3319",3319,"Western Seminary","Portland","OR","97215-3367","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3320",3320,"Willamette University","Salem","OR","97301","0.4336","660","30","0.7021857923","0.0072",NA,NA,"0.0652","0.0314",NA,"0.0628",NA,"0.7824","NULL","NULL","NULL","NULL",1
"3321",3321,"Western Oregon University","Monmouth","OR","97361-1394","0.8731","540","NULL","0.4035580524","0.0272",NA,NA,"0.0111","0.0111",NA,"0.0111",NA,"0.4189","NULL","NULL","NULL","NULL",1
"3322",3322,"University of Western States","Portland","OR","97230-3099","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,"0.0625",NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"3326",3326,"Bryn Athyn College of the New Church","Bryn Athyn","PA","19009-0717","0.6396","580","26","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.4035","NULL","NULL","NULL","NULL",1
"3327",3327,"Academy of Vocal Arts","Philadelphia","PA","19103-6685","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3328",3328,"Albright College","Reading","PA","19612-5234","0.4787","NULL","NULL","0.3310344828","0.0489",NA,NA,"0.0362","0.0043",NA,"0.0043",NA,"0.6139","NULL","NULL","NULL","NULL",1
"3331",3331,"Allegheny College","Meadville","PA","16335-3902","0.5874","660","28","0.730941704","0.0065","0.0043",NA,"0.2635","0.0238",NA,"0.0713",NA,"0.779","NULL","NULL","NULL","NULL",1
"3333",3333,"DeSales University","Center Valley","PA","18034-9568","0.7373","590","24","0.1014198783","0.0367",NA,NA,"0.0386","0.0193",NA,"0.0232",NA,"0.6429","NULL","NULL","NULL","NULL",1
"3335",3335,"Alvernia University","Reading","PA","19607-1799","0.8141","530","NULL","0.4888475836","0.0201",NA,NA,"0.0335","0.0067",NA,"0.0201",NA,"0.5323","NULL","NULL","NULL","NULL",1
"3338",3338,"The Art Institutes of York-PA","York","PA","17402-9012","0.5268","NULL","NULL","0.5638888889","0.2279",NA,NA,NA,NA,NA,NA,NA,"0.8045","NULL","NULL","NULL","NULL",1
"3339",3339,"The Art Institute of Philadelphia","Philadelphia","PA","19103-5198","0.4047","NULL","NULL","0.3232462173","0.0614",NA,NA,NA,NA,NA,NA,NA,"0.4083","NULL","NULL","NULL","NULL",1
"3341",3341,"The Art Institute of Pittsburgh","Pittsburgh","PA","15219-1328","0.402","NULL","NULL","0.1961736571","0.2021",NA,NA,NA,NA,NA,NA,NA,"0.4234","NULL","NULL","NULL","NULL",1
"3343",3343,"Summit University of Pennsylvania","Clarks Summit","PA","18411-1250","0.8376","520","23","0.3618090452",NA,NA,NA,NA,NA,NA,NA,NA,"0.5635","NULL","NULL","NULL","NULL",1
"3345",3345,"Arcadia University","Glenside","PA","19038-3295","0.6474","610","27","0.5701492537","0.022",NA,NA,"0.1102","0.024",NA,"0.018",NA,"0.6155","NULL","NULL","NULL","NULL",1
"3346",3346,"Biblical Theological Seminary","Hatfield","PA","19440","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3348",3348,"Bloomsburg University of Pennsylvania","Bloomsburg","PA","17815","0.6445","560","NULL","0.5005561735","0.0288","0.0031",NA,"0.0349","0.0257",NA,"0.0202",NA,"0.6262","NULL","NULL","NULL","NULL",1
"3350",3350,"Bryn Mawr College","Bryn Mawr","PA","19010","0.4848","700","30","0.837037037","0.0094",NA,NA,"0.0846","0.0721",NA,"0.0752",NA,"0.868","NULL","NULL","NULL","NULL",1
"3351",3351,"Bucknell University","Lewisburg","PA","17837","0.3139","710","NULL","0.8442622951","0.0125","0.1769",NA,"0.1088","0.0159",NA,"0.0317",NA,"0.9227","NULL","NULL","NULL","NULL",1
"3356",3356,"Cabrini University","Radnor","PA","19087-3698","0.7056","510","NULL","0.4720496894","0.0078",NA,NA,"0.0258","0.0078",NA,NA,NA,"0.5333","NULL","NULL","NULL","NULL",1
"3357",3357,"California University of Pennsylvania","California","PA","15419-1394","0.6001","530","NULL","0.4744952179","0.0151",NA,"0.0487","0.0219","0.0158",NA,"0.0493",NA,"0.5328","NULL","NULL","NULL","NULL",1
"3358",3358,"Calvary Baptist Theological Seminary","Lansdale","PA","19446-4797","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3360",3360,"Carlow University","Pittsburgh","PA","15213-3165","0.6202","530","22","0.433808554","0.0116",NA,NA,"0.0899","0.0232",NA,"0.0174",NA,"0.5281","NULL","NULL","NULL","NULL",1
"3361",3361,"Carnegie Mellon University","Pittsburgh","PA","15213-3890","0.3332","780","34","0.7875776398","0.1196","0.291",NA,"0.0562","0.0401",NA,"0.062",NA,"0.8572","NULL","NULL","NULL","NULL",1
"3362",3362,"Cedar Crest College","Allentown","PA","18104-6196","0.4182","570","24","0.491588785","0.0052",NA,NA,"0.0935","0.0104",NA,"0.0468",NA,"0.5907","NULL","NULL","NULL","NULL",1
"3363",3363,"Central Penn College","Summerdale","PA","17093-0309","0.4783","NULL","NULL","0.2346153846","0.0635",NA,NA,NA,NA,NA,NA,NA,"0.5655","NULL","NULL","NULL","NULL",1
"3364",3364,"Chatham University","Pittsburgh","PA","15232","0.6209","NULL","NULL","0.6255506608",NA,NA,NA,"0.0812","0.0102",NA,"0.0203",NA,"0.6","NULL","NULL","NULL","NULL",1
"3365",3365,"Chestnut Hill College","Philadelphia","PA","19118-2693","0.8903","540","NULL","0.4347826087","0.0228",NA,NA,"0.0326","0.0033",NA,"0.0033",NA,"0.4315","NULL","NULL","NULL","NULL",1
"3366",3366,"Cheyney University of Pennsylvania","Cheyney","PA","19319-0200","NULL","NULL","NULL","0.1315789474",NA,NA,NA,"0.0387","0.0065",NA,NA,NA,"0.2393","NULL","NULL","NULL","NULL",1
"3369",3369,"Clarion University of Pennsylvania","Clarion","PA","16214","0.658","530","NULL","0.4298128342","0.0248",NA,"0.0298","0.0328","0.0248",NA,"0.0228",NA,"0.483","NULL","NULL","NULL","NULL",1
"3373",3373,"Curtis Institute of Music","Philadelphia","PA","19103","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.7143","NULL","NULL","NULL","NULL",1
"3376",3376,"Delaware Valley University","Doylestown","PA","18901-2697","0.6718","550","24","0.1088295688","0.0322",NA,NA,"0.1582",NA,NA,"0.0054",NA,"0.5067","NULL","NULL","NULL","NULL",1
"3377",3377,"Dickinson College","Carlisle","PA","17013-2896","0.4778","688","NULL","0.8104575163","0.0092",NA,NA,"0.116","0.0055",NA,"0.0424",NA,"0.8248","NULL","NULL","NULL","NULL",1
"3378",3378,"Pennsylvania State University-Dickinson Law","Carlisle","PA","17013-2861","NULL","NULL","NULL","0.540423223","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3380",3380,"Drexel University","Philadelphia","PA","19104","0.5506","670","29","0.5587270341","0.0724","0.1923","0.0095","0.0401","0.006",NA,"0.013",NA,"0.6776","NULL","NULL","NULL","NULL",1
"3383",3383,"Duquesne University","Pittsburgh","PA","15282","0.7673","610","26","0.6046887631","0.0206",NA,NA,"0.0552","0.0107",NA,"0.0058",NA,"0.7724","NULL","NULL","NULL","NULL",1
"3384",3384,"East Stroudsburg University of Pennsylvania","East Stroudsburg","PA","18301-2999","0.6918","540","NULL","0.4867256637","0.0149",NA,NA,"0.0606","0.0108",NA,"0.0133",NA,"0.5794","NULL","NULL","NULL","NULL",1
"3385",3385,"Eastern University","Saint Davids","PA","19087-3696","0.7108","580","24","0.4618226601",NA,NA,NA,"0.0294","0.0098",NA,"0.0016",NA,"0.6689","NULL","NULL","NULL","NULL",1
"3386",3386,"Edinboro University of Pennsylvania","Edinboro","PA","16444-0001","0.7449","510","NULL","0.3761814745","0.0128",NA,"0.0036","0.01","0.0128",NA,"0.0146",NA,"0.4545","NULL","NULL","NULL","NULL",1
"3387",3387,"Elizabethtown College","Elizabethtown","PA","17022-2298","0.7453","610","NULL","0.6790606654","0.0279","0.0192",NA,"0.0749","0.0139",NA,"0.0105",NA,"0.7832","NULL","NULL","NULL","NULL",1
"3403",3403,"Evangelical Theological Seminary","Myerstown","PA","17067-1222","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"3405",3405,"Franklin and Marshall College","Lancaster","PA","17604-3003","0.4467","NULL","NULL","0.7663934426",NA,NA,NA,"0.1092","0.0236",NA,"0.0557",NA,"0.8733","NULL","NULL","NULL","NULL",1
"3406",3406,"Gannon University","Erie","PA","16541-0001","0.8038","590","26","0.53514377","0.0075","0.047",NA,"0.1034","0.0056",NA,"0.015",NA,"0.6973","NULL","NULL","NULL","NULL",1
"3407",3407,"Geneva College","Beaver Falls","PA","15010-3599","0.7968","590","26","0.5340206186","0.0097","0.0657",NA,"0.0316",NA,NA,"0.0049",NA,"0.6096","NULL","NULL","NULL","NULL",1
"3408",3408,"Gettysburg College","Gettysburg","PA","17325","0.403","690","NULL","0.8008752735",NA,NA,NA,"0.1541","0.0241",NA,"0.0369",NA,"0.8493","NULL","NULL","NULL","NULL",1
"3412",3412,"Gratz College","Melrose Park","PA","19027-3010","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"3413",3413,"Gwynedd Mercy University","Gwynedd Valley","PA","19437-0901","0.4612","540","NULL","0.5126705653","0.0053",NA,NA,"0.0124","0.0018",NA,NA,NA,"0.7214","NULL","NULL","NULL","NULL",1
"3416",3416,"Haverford College","Haverford","PA","19041-1392","0.2597","750","33","0.8","0.0034",NA,NA,"0.1031","0.0378",NA,"0.0756",NA,"0.9212","NULL","NULL","NULL","NULL",1
"3418",3418,"Holy Family University","Philadelphia","PA","19114-2009","0.7196","520","21","0.4842883549",NA,NA,NA,"0.0138","0.0092",NA,NA,NA,"0.5664","NULL","NULL","NULL","NULL",1
"3421",3421,"Immaculata University","Immaculata","PA","19345-0702","0.8018","510","NULL","0.3528301887","0.0045",NA,NA,"0.009","0.0075",NA,"0.0015",NA,"0.5972","NULL","NULL","NULL","NULL",1
"3422",3422,"Indiana University of Pennsylvania-Main Campus","Indiana","PA","15705-1098","0.6034","540","NULL","0.3978385681","0.0076",NA,"0.0271","0.0176","0.0095",NA,"0.0105",NA,"0.5372","NULL","NULL","NULL","NULL",1
"3428",3428,"Juniata College","Huntingdon","PA","16652-2196","0.7243","640","28","0.6330935252","0.0415","0.0096",NA,"0.1789","0.0192",NA,"0.0575",NA,"0.7128","NULL","NULL","NULL","NULL",1
"3429",3429,"Keystone College","La Plume","PA","18440-0200","0.9378","500","20","0.358974359","0.0472",NA,NA,"0.0029",NA,NA,NA,NA,"0.4442","NULL","NULL","NULL","NULL",1
"3431",3431,"King's College","Wilkes-Barre","PA","18711-0801","0.7421","NULL","NULL","0.6171735242","0.0108",NA,NA,"0.0734","0.0151",NA,"0.0043",NA,"0.6659","NULL","NULL","NULL","NULL",1
"3433",3433,"Kutztown University of Pennsylvania","Kutztown","PA","19530-0730","0.6521","540","22","0.4810933941","0.0148",NA,NA,"0.022","0.0159",NA,"0.0236",NA,"0.5412","NULL","NULL","NULL","NULL",1
"3434",3434,"La Roche College","Pittsburgh","PA","15237-5898","0.566","510","22","0.4437869822","0.0353",NA,NA,"0.0288","0.0128",NA,"0.0096",NA,"0.4626","NULL","NULL","NULL","NULL",1
"3435",3435,"La Salle University","Philadelphia","PA","19141-1199","0.7135","560","24","0.5864374403","0.0126",NA,NA,"0.0272","0.0063",NA,"0.0115",NA,"0.6876","NULL","NULL","NULL","NULL",1
"3437",3437,"Lafayette College","Easton","PA","18042-1768","0.4174","700","NULL","0.84","0.0094","0.2203",NA,"0.1172","0.0281",NA,"0.0422",NA,"0.89","NULL","NULL","NULL","NULL",1
"3438",3438,"Lancaster Bible College","Lancaster","PA","17601-5036","0.5543","533","23","0.4944444444",NA,NA,NA,NA,NA,NA,NA,NA,"0.507","NULL","NULL","NULL","NULL",1
"3439",3439,"Lancaster Theological Seminary","Lancaster","PA","17603-2897","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3443",3443,"Lebanon Valley College","Annville","PA","17003-1400","0.6962","NULL","NULL","0.6145251397","0.0024",NA,NA,"0.0738","0.0095",NA,"0.0357",NA,"0.7356","NULL","NULL","NULL","NULL",1
"3446",3446,"Lehigh University","Bethlehem","PA","18015","0.3789","720","NULL","0.8220108696","0.0418","0.268",NA,"0.0803","0.0156",NA,"0.0189",NA,"0.8776","NULL","NULL","NULL","NULL",1
"3450",3450,"Lincoln University","Lincoln University","PA","19352-0999","0.2619","470","18","0.3842105263","0.0253",NA,NA,"0.0614",NA,NA,"0.0361",NA,"0.3706","NULL","NULL","NULL","NULL",1
"3451",3451,"Lock Haven University","Lock Haven","PA","17745-2390","0.7152","530","NULL","0.3975265018","0.0037",NA,NA,"0.0244","0.0183",NA,"0.0207",NA,"0.5281","NULL","NULL","NULL","NULL",1
"3453",3453,"Lutheran Theological Seminary at Gettysburg","Gettysburg","PA","17325-1795","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3454",3454,"Lutheran Theological Seminary at Philadelphia","Philadelphia","PA","19119-1794","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3456",3456,"Lycoming College","Williamsport","PA","17701-5192","0.642","580","NULL","0.5833333333","0.0255",NA,NA,"0.135","0.0219",NA,"0.0328",NA,"0.7018","NULL","NULL","NULL","NULL",1
"3459",3459,"Mansfield University of Pennsylvania","Mansfield","PA","16933","0.7293","540","NULL","0.4376498801","0.0236",NA,NA,"0.0269","0.0185",NA,"0.0269",NA,"0.4601","NULL","NULL","NULL","NULL",1
"3460",3460,"Marywood University","Scranton","PA","18509-1598","0.7056","570","NULL","0.5027624309","0.012",NA,NA,"0.0598","0.0048",NA,NA,NA,"0.6325","NULL","NULL","NULL","NULL",1
"3463",3463,"Mercyhurst University","Erie","PA","16546","0.7367","570","25","0.3968253968","0.0101",NA,NA,"0.0354","0.002",NA,"0.0051",NA,"0.6608","NULL","NULL","NULL","NULL",1
"3464",3464,"Messiah College","Mechanicsburg","PA","17055","0.6744","640","28","0.7203539823","0.0094","0.0425",NA,"0.055","0.011",NA,"0.0094",NA,"0.7536","NULL","NULL","NULL","NULL",1
"3466",3466,"Millersville University of Pennsylvania","Millersville","PA","17551-0302","0.5773","580","NULL","0.4613180516","0.019",NA,"0.0748","0.0673","0.0258",NA,"0.0367","0.0007","0.6096","NULL","NULL","NULL","NULL",1
"3467",3467,"Misericordia University","Dallas","PA","18612-1098","0.6654","580","24","0.4065708419","0.0216",NA,NA,"0.0096","0.0072",NA,"0.0048",NA,"0.6656","NULL","NULL","NULL","NULL",1
"3469",3469,"Moore College of Art and Design","Philadelphia","PA","19103-1179","0.6433","530","NULL","0.4888888889",NA,NA,NA,NA,NA,NA,NA,NA,"0.5244","NULL","NULL","NULL","NULL",1
"3470",3470,"Moravian College","Bethlehem","PA","18018-6650","0.7904","590","NULL","0.1841432225","0.0078",NA,NA,"0.0625","0.0208",NA,"0.0208",NA,"0.7147","NULL","NULL","NULL","NULL",1
"3471",3471,"Mount Aloysius College","Cresson","PA","16630-1999","0.7974","510","20","0.4897579143","0.016",NA,NA,"0.016",NA,NA,NA,NA,"0.52","NULL","NULL","NULL","NULL",1
"3472",3472,"Muhlenberg College","Allentown","PA","18104","0.4805","680","NULL","0.7592592593","0.0049",NA,NA,"0.1151","0.0178",NA,"0.0227",NA,"0.8623","NULL","NULL","NULL","NULL",1
"3474",3474,"Neumann University","Aston","PA","19014-1298","0.9262","480","NULL","0.3015075377","0.0139",NA,NA,"0.0257",NA,NA,NA,NA,"0.5195","NULL","NULL","NULL","NULL",1
"3481",3481,"Salus University","Elkins Park","PA","19027-6262","NULL","NULL","NULL","0.9047619048","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3483",3483,"Pennsylvania State University-Penn State Erie-Behrend College","Erie","PA","16563-0001","0.8676","600","26","0.540423223","0.0096","0.147","0.0848","0.055","0.006",NA,"0.0191",NA,"0.6949","NULL","NULL","NULL","NULL",1
"3484",3484,"Pennsylvania State University-Penn State Great Valley","Malvern","PA","19355-1488","NULL","NULL","NULL","0.540423223","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3485",3485,"Pennsylvania State University-College of Medicine","Hershey","PA","17033-2360","NULL","NULL","NULL","0.540423223","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3486",3486,"Pennsylvania State University-Penn State New Kensington","New Kensington","PA","15068-1765","0.8866","550","22","0.540423223","0.0206","0.0825","0.1546",NA,NA,NA,NA,NA,"0.4022","NULL","NULL","NULL","NULL",1
"3487",3487,"Pennsylvania State University-Penn State Shenango","Sharon","PA","16146","0.7729","520","22","0.540423223","0.0476",NA,"0.0204",NA,NA,NA,NA,NA,"0.295","NULL","NULL","NULL","NULL",1
"3488",3488,"Pennsylvania State University-Penn State Wilkes-Barre","Lehman","PA","18627","0.9097","560","26","0.540423223","0.0656",NA,"0.1311",NA,NA,NA,NA,NA,"0.5497","NULL","NULL","NULL","NULL",1
"3489",3489,"Pennsylvania State University-Penn State Worthington Scranton","Dunmore","PA","18512-1602","0.8874","510","20","0.540423223","0.005",NA,"0.0251",NA,NA,NA,NA,NA,"0.4647","NULL","NULL","NULL","NULL",1
"3490",3490,"Pennsylvania State University-Penn State Lehigh Valley","Center Valley","PA","18034-8447","0.936","560","NULL","0.540423223",NA,NA,NA,NA,NA,NA,NA,NA,"0.5244","NULL","NULL","NULL","NULL",1
"3491",3491,"Pennsylvania State University-Penn State Altoona","Altoona","PA","16601-3777","0.8748","570","25","0.540423223",NA,"0.0336","0.024","0.024","0.0048",NA,NA,NA,"0.6741","NULL","NULL","NULL","NULL",1
"3492",3492,"Pennsylvania State University-Penn State Beaver","Monaca","PA","15061-2764","0.9304","540","23","0.540423223","0.0175",NA,NA,NA,NA,NA,NA,NA,"0.4381","NULL","NULL","NULL","NULL",1
"3493",3493,"Pennsylvania State University-Penn State Berks","Reading","PA","19610-1016","0.8347","570","25","0.540423223","0.0119","0.0913","0.0516","0.004",NA,NA,NA,NA,"0.5711","NULL","NULL","NULL","NULL",1
"3494",3494,"Pennsylvania State University-Penn State Harrisburg","Middletown","PA","17057-4846","0.8622","590","26","0.540423223","0.0155","0.2012",NA,NA,"0.0135",NA,NA,NA,"0.6313","NULL","NULL","NULL","NULL",1
"3495",3495,"Pennsylvania State University-Penn State Brandywine","Media","PA","19063-5522","0.8528","550","23","0.540423223","0.0112",NA,NA,NA,NA,NA,NA,NA,"0.3794","NULL","NULL","NULL","NULL",1
"3496",3496,"Pennsylvania State University-Penn State DuBois","DuBois","PA","15801-2549","0.9182","530","25","0.540423223","0.0506",NA,"0.0674",NA,NA,NA,NA,NA,"0.5789","NULL","NULL","NULL","NULL",1
"3497",3497,"Pennsylvania State University-Penn State Fayette- Eberly","Lemont Furnace","PA","15456-0519","0.9251","530","26","0.540423223","0.0052","0.0052","0.1753",NA,NA,NA,NA,NA,"0.4189","NULL","NULL","NULL","NULL",1
"3498",3498,"Pennsylvania State University-Penn State Hazleton","Hazleton","PA","18202-8025","0.9188","530","24","0.540423223",NA,NA,"0.1375",NA,NA,NA,NA,NA,"0.5242","NULL","NULL","NULL","NULL",1
"3499",3499,"Pennsylvania State University-Main Campus","University Park","PA","16802-1503","0.5162","670","30","0.540423223","0.0687","0.116","0.0005","0.0411","0.008",NA,"0.0235","0.002","0.853","NULL","NULL","NULL","NULL",1
"3500",3500,"Pennsylvania State University-Penn State Greater Allegheny","McKeesport","PA","15132-7644","0.8606","540","24","0.540423223","0.0192","0.0192",NA,NA,NA,NA,NA,NA,"0.4464","NULL","NULL","NULL","NULL",1
"3501",3501,"Pennsylvania State University-Penn State Mont Alto","Mont Alto","PA","17237-9700","0.9","550","23","0.540423223","0.0238",NA,NA,NA,NA,NA,NA,NA,"0.5153","NULL","NULL","NULL","NULL",1
"3502",3502,"Pennsylvania State University-Penn State Abington","Abington","PA","19001-3918","0.8428","550","24","0.540423223","0.0185",NA,NA,"0.0396",NA,NA,NA,NA,"0.4891","NULL","NULL","NULL","NULL",1
"3503",3503,"Pennsylvania State University-Penn State Schuylkill","Schuylkill Haven","PA","17972-2202","0.8568","480","23","0.540423223","0.1075",NA,NA,NA,NA,NA,NA,NA,"0.4244","NULL","NULL","NULL","NULL",1
"3504",3504,"Pennsylvania State University-Penn State York","York","PA","17403-3326","0.8738","570","24","0.540423223","0.0714","0.05","0.1071",NA,NA,NA,NA,NA,"0.4015","NULL","NULL","NULL","NULL",1
"3506",3506,"Peirce College","Philadelphia","PA","19102-4699","NULL","NULL","NULL","0.2234332425","0.1504",NA,NA,NA,NA,NA,NA,NA,"0.537","NULL","NULL","NULL","NULL",1
"3510",3510,"Pennsylvania Academy of the Fine Arts","Philadelphia","PA","19102-1510","0.75","NULL","NULL","0.6612903226",NA,NA,NA,NA,NA,NA,NA,NA,"0.6","NULL","NULL","NULL","NULL",1
"3514",3514,"Pennsylvania College of Art and Design","Lancaster","PA","17608-0059","0.48","NULL","NULL","0.5303030303",NA,NA,NA,NA,NA,NA,NA,NA,"0.5094","NULL","NULL","NULL","NULL",1
"3515",3515,"University of Pennsylvania","Philadelphia","PA","19104-6303","0.1426","780","34","0.8618021006","0.0086","0.1116",NA,"0.0965","0.014",NA,"0.0112",NA,"0.9555","NULL","NULL","NULL","NULL",1
"3516",3516,"Philadelphia University","Philadelphia","PA","19144-5497","0.7343","590","NULL","0.5940298507","0.0101","0.0152",NA,"0.0152",NA,NA,"0.0017",NA,"0.6111","NULL","NULL","NULL","NULL",1
"3517",3517,"The University of the Arts","Philadelphia","PA","19102-4901","0.6771","568","NULL","0.565529623",NA,NA,NA,NA,NA,NA,NA,NA,"0.6567","NULL","NULL","NULL","NULL",1
"3518",3518,"Cairn University-Langhorne","Langhorne","PA","19047-2990","0.7439","570","24","0.5741444867",NA,NA,NA,NA,NA,NA,NA,NA,"0.5655","NULL","NULL","NULL","NULL",1
"3519",3519,"Philadelphia College of Osteopathic Medicine","Philadelphia","PA","19131","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3520",3520,"University of the Sciences","Philadelphia","PA","19104-4495","0.6204","650","NULL","0.6887417219","0.0088",NA,NA,"0.2788",NA,NA,"0.0221",NA,"0.6357","NULL","NULL","NULL","NULL",1
"3522",3522,"University of Pittsburgh-Bradford","Bradford","PA","16701","0.8267","550","24","0.5647522523","0.038","0.0114","0.0342","0.0494","0.0114",NA,"0.0304",NA,"0.4201","NULL","NULL","NULL","NULL",1
"3523",3523,"University of Pittsburgh-Greensburg","Greensburg","PA","15601-5860","0.7382","570","24","0.5647522523",NA,NA,NA,"0.1017","0.0297",NA,"0.0127",NA,"0.5841","NULL","NULL","NULL","NULL",1
"3524",3524,"University of Pittsburgh-Johnstown","Johnstown","PA","15904","0.8916","570","25","0.5647522523","0.0489",NA,"0.125","0.0562","0.0091",NA,"0.0308",NA,"0.5629","NULL","NULL","NULL","NULL",1
"3525",3525,"University of Pittsburgh-Pittsburgh Campus","Pittsburgh","PA","15260","0.5853","680","30","0.5647522523","0.0195","0.0921",NA,"0.064","0.0104",NA,"0.0254",NA,"0.7836","NULL","NULL","NULL","NULL",1
"3531",3531,"Pittsburgh Theological Seminary","Pittsburgh","PA","15206-2596","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
