"","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"4808","Sharps Academy of Hair Styling","Grand Blanc","MI","48439","NULL","NULL","NULL","0.3611111111","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4809","ICC Technical Institute","Houston","TX","77004-2930","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4810","College of Health Care Professions-Northwest","Houston","TX","77092","1","NULL","NULL","0.7349137931","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4811","School of Professional Horticulture  New York Botanical Garden","Bronx","NY","10458-5126","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4812","Fortis College-Houston","Houston","TX","77082","NULL","NULL","NULL","0.6710296684","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4813","Volunteer Beauty Academy-Madison","Madison","TN","37115-2122","NULL","NULL","NULL","0.4307692308","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4814","Watkins College of Art Design & Film","Nashville","TN","37228","0.3498","515","21","0.2871287129","0","0","0","0","0","0","0","0","0.3704","NULL","NULL","NULL","NULL",1
"4815","Chicago ORT Technical Institute","Skokie","IL","60077","NULL","NULL","NULL","0.1351351351","0.0724","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4816","Alhambra Beauty College","Alhambra","CA","91801","NULL","NULL","NULL","0.0731707317","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4817","UEI College-Gardena","Gardena","CA","90247","NULL","NULL","NULL","0.7399103139","0.0402","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4818","Asian American International Beauty College","Westminster","CA","92683","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4819","Avance Beauty College","San Diego","CA","92154","NULL","NULL","NULL","0.7291666667","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4820","Colton-Redlands-Yucaipa Regional Occupational Program","Redlands","CA","92374","NULL","NULL","NULL","NULL","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4821","Copper Mountain Community College","Joshua Tree","CA","92252","NULL","NULL","NULL","PrivacySuppressed","0.0601","0","0","0","0.0086","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4822","Diversified Vocational College","Los Angeles","CA","90017-1604","NULL","NULL","NULL","0.078184111","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4823","Bristol University","Anaheim","CA","92806-6198","NULL","NULL","NULL","0.6170212766","0","0","0","0","0","0","0","0","0.9412","NULL","NULL","NULL","NULL",1
"4824","UEI College-Fresno","Fresno","CA","93726","NULL","NULL","NULL","0.7516339869","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4825","Mt Sierra College","Monrovia","CA","91016","NULL","NULL","NULL","0.1229946524","0.3607","0","0","0","0","0","0","0","0.3556","NULL","NULL","NULL","NULL",1
"4826","Wyotech-Long Beach","Long Beach","CA","90810-3800","NULL","NULL","NULL","0.6661494699","0","0","0.4568","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4827","Santiago Canyon College","Orange","CA","92869-4512","NULL","NULL","NULL","0.1378446115","0.0044","0","0.0935","0.0055","0.0033","0","0.0055","0","NULL","NULL","NULL","NULL","NULL",2
"4828","Southern California Institute of Technology","Anaheim","CA","92801-3758","NULL","NULL","NULL","0.6075268817","0.0577","0.1207","0.2021","0","0","0","0","0","0.6395","NULL","NULL","NULL","NULL",1
"4829","Soka University of America","Aliso Viejo","CA","92656-8081","0.4336","700","28","0.776119403","0","0","0","0","0","0","0","0","0.8416","NULL","NULL","NULL","NULL",1
"4830","Summit College","Colton","CA","92324","NULL","NULL","NULL","0.6666666667","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4831","Advance Beauty College","Garden Grove","CA","92843","NULL","NULL","NULL","0.0509090909","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4832","World Mission University","Los Angeles","CA","90020","0.8","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","1","NULL","NULL","NULL","NULL",1
"4833","Yo San University of Traditional Chinese Medicine","Los Angeles","CA","90066","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"4834","Coast Career Institute","Los Angeles","CA","90015-3040","NULL","NULL","NULL","0.3615635179","0","0","0.2199","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4835","Cannella School of Hair Design-Blue Island","Blue Island","IL","60406-2130","NULL","NULL","NULL","0.1300813008","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4836","Delta College Inc","Covington","LA","70433-8947","NULL","NULL","NULL","0.5539358601","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4837","Colorado Technical University-Sioux Falls","Sioux Falls","SD","57108-2272","NULL","NULL","NULL","0.2586086885","0.1126","0","0","0","0","0","0","0","0.2561","NULL","NULL","NULL","NULL",1
"4838","Southwest University of Visual Arts-Albuquerque","Albuquerque","NM","87110","NULL","NULL","NULL","0.0967741935","0","0","0","0","0","0","0","0","0.8438","NULL","NULL","NULL","NULL",1
"4839","Tri-State Cosmetology Institute","El Paso","TX","79935","NULL","NULL","NULL","0.337962963","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4840","Widener University-Commonwealth Law School","Harrisburg","PA","17110-9450","NULL","NULL","NULL","0.5604626709","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"4841","Volunteer Beauty Academy-Nashville","Nashville","TN","37209-3033","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4842","Frontier Community College","Fairfield","IL","62837","NULL","NULL","NULL","0.2711864407","0.0585","0","0.0062","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4843","Lincoln Trail College","Robinson","IL","62454","NULL","NULL","NULL","0.3085106383","0.0321","0","0.156","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4844","Wabash Valley College","Mount Carmel","IL","62863","NULL","NULL","NULL","0.3027522936","0","0","0.3242","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4845","American Institute of Interior Design","Fountain Hills","AZ","85268","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4846","Brookline College-Tempe","Tempe","AZ","85281","NULL","NULL","NULL","0.4836313618","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4847","Baker College of Auburn Hills","Auburn Hills","MI","48326","NULL","NULL","NULL","0.1920958547","0.0952","0","0.013","0","0","0","0","0","0.0746","NULL","NULL","NULL","NULL",1
"4848","Baker College of Clinton Township","Clinton Township","MI","48035","NULL","NULL","NULL","0.1920958547","0.0857","0","0.0089","0","0","0","0","0","0.1142","NULL","NULL","NULL","NULL",1
"4849","Inter American University of Puerto Rico-School of Optometry","Bayamon","PR","00957","NULL","NULL","NULL","0.1607096041","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"4850","Schiller International University","Largo","FL","33771","NULL","NULL","NULL","0.1935483871","0","0","0","0","0","0","0","0","0.2","NULL","NULL","NULL","NULL",1
"4851","Vatterott College-Springfield","Springfield","MO","65807","NULL","NULL","NULL","0.4936423298","0.1163","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4852","Vatterott College-Joplin","Joplin","MO","64801","NULL","NULL","NULL","0.4936423298","0.2366","0","0.1183","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4853","Vatterott College-Kansas City","Kansas City","MO","64117","NULL","NULL","NULL","0.4936423298","0.0845","0","0.1351","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4854","Coconino Community College","Flagstaff","AZ","86005-2701","NULL","NULL","NULL","0.0969581749","0","0","0.0599","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4855","Sanford-Brown College-Houston","Houston","TX","77042","NULL","NULL","NULL","0.6618189711","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4856","Sanford-Brown Institute-Jacksonville","Jacksonville","FL","32256","NULL","NULL","NULL","0.5966241073","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4857","Sanford-Brown College-Dallas","Dallas","TX","75247-6103","NULL","NULL","NULL","0.6762530813","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4858","Baker College of Cadillac","Cadillac","MI","49601-9600","NULL","NULL","NULL","0.1920958547","0.0528","0","0.0147","0","0","0","0","0","0.1364","NULL","NULL","NULL","NULL",1
"4859","Emma's Beauty Academy-Juana Diaz","Juana Diaz","PR","00795","NULL","NULL","NULL","0.0850340136","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4860","Franklin Academy","Cleveland","TN","37312-3862","NULL","NULL","NULL","0.4393939394","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4861","Columbia Central University-Yauco","Yauco","PR","00698","NULL","NULL","NULL","0.1588385995","0","0","0","0","0","0","0","0","0.3158","NULL","NULL","NULL","NULL",1
"4862","Pima Medical Institute-Denver","Denver","CO","80221","NULL","NULL","NULL","0.6909453729","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4863","Fortis College-Miami","Miami","FL","33144","NULL","NULL","NULL","0.6391076115","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4864","ASA College","Brooklyn","NY","11201-9805","NULL","NULL","NULL","0.3456103776","0.0873","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4865","Ohio State School of Cosmetology-Westerville","Westerville","OH","43081","NULL","NULL","NULL","0.64","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4866","Nationwide Beauty Academy","Columbus","OH","43228","NULL","NULL","NULL","0.6086956522","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4867","Yeshivas Novominsk","Brooklyn","NY","11204","1","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","0.0556","NULL","NULL","NULL","NULL",1
"4868","Southern Careers Institute-Corpus Christi","Corpus Christi","TX","78414","NULL","NULL","NULL","0.5731998093","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4869","Kiamichi Technology Center-Stigler","Stigler","OK","74462-9601","NULL","NULL","NULL","0.0712871287","0","0","0.2","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4870","Rabbinical College of Ohr Shimon Yisroel","Brooklyn","NY","11211","1","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","0.3902","NULL","NULL","NULL","NULL",1
"4871","Carroll Community College","Westminster","MD","21157","NULL","NULL","NULL","0.2168674699","0.0146","0.0058","0.0102","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4872","University of Phoenix-Southern Arizona Campus","Tucson","AZ","85711-4574","NULL","NULL","NULL","0.1818239118","0.1296","0","0","0","0","0","0","0","0.2276","NULL","NULL","NULL","NULL",1
"4873","University of Phoenix-Colorado Campus","Lone Tree","CO","80124-5453","NULL","NULL","NULL","0.1818239118","0.0645","0","0","0","0","0","0","0","0.1809","NULL","NULL","NULL","NULL",1
"4874","University of Phoenix-New Mexico","Albuquerque","NM","87113-1570","NULL","NULL","NULL","0.1818239118","0.0783","0","0","0","0","0","0","0","0.26","NULL","NULL","NULL","NULL",1
"4875","University of Phoenix-Bay Area Campus","San Jose","CA","95134-1805","NULL","NULL","NULL","0.1818239118","0.0146","0","0","0","0","0","0","0","0.1207","NULL","NULL","NULL","NULL",1
"4876","University of Phoenix-Southern California Campus","Costa Mesa","CA","92626-3099","NULL","NULL","NULL","0.1818239118","0.0006","0","0","0","0","0","0","0","0.1541","NULL","NULL","NULL","NULL",1
"4877","Galen College of Nursing-Tampa Bay","Saint Petersburg","FL","33716","0.5667","NULL","NULL","0.6403614458","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4878","Galen College of Nursing-San Antonio","San Antonio","TX","78229","0.645","NULL","NULL","0.6403614458","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4879","Southeastern Beauty School-Columbus North Lumpkin","Columbus","GA","31907","NULL","NULL","NULL","0.3255813953","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4880","Sarasota School of Massage Therapy","Sarasota","FL","34243","NULL","NULL","NULL","0.6172839506","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4881","Westwood College-Dupage","Woodridge","IL","60517","NULL","NULL","NULL","0.2565055762","0.073","0","0","0","0","0","0","0","0.6273","NULL","NULL","NULL","NULL",1
"4882","Wright Career College","Overland Park","KS","66210-1616","NULL","NULL","NULL","0.2464454976","0.199","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"4883","Daymar College-Louisville","Louisville","KY","40219","NULL","NULL","NULL","0.2846580407","0.0226","0","0","0","0","0","0","0","0.2069","NULL","NULL","NULL","NULL",1
"4884","Schuyler Steuben Chemung Tioga Allegany BOCES","Elmira","NY","14903","0.4676","NULL","NULL","0.6350364964","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4885","Delaware Chenango Madison Otsego BOCES-Practical Nursing Program","Norwich","NY","13815-3554","0.5769","NULL","NULL","0.6949152542","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4886","DCI Career Institute","Monaca","PA","15061","NULL","NULL","NULL","0.5406698565","0.3133","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4887","Central Susquehanna Intermediate Unit LPN Career","Lewisburg","PA","17837","0.6081","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4888","Myotherapy College of Utah","Salt Lake City","UT","84115","NULL","NULL","NULL","0.7323943662","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4889","Graham Webb International Academy of Hair","Arlington","VA","22209-2131","NULL","NULL","NULL","0.8203125","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4890","City College-Gainesville","Gainesville","FL","32607","NULL","NULL","NULL","0.3644859813","0","0","0","0","0","0","0","0","0.4","NULL","NULL","NULL","NULL",1
"4891","Arizona State University-West","Glendale","AZ","85306","0.759","600","26","0.533613136","0.0176","0","0","0.094","0.0059","0","0","0","0.5519","NULL","NULL","NULL","NULL",1
"4892","Connecticut Center for Massage Therapy-Westport","Westport","CT","06880-4619","NULL","NULL","NULL","0.6352657005","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4893","ITT Technical Institute-Jacksonville","Jacksonville","FL","32256","0.8097","NULL","NULL","0.3599931422","0.4774","0","0.2716","0","0","0","0","0","0.2609","NULL","NULL","NULL","NULL",1
"4894","G Skin & Beauty Institute","Oakbrook","IL","60523","NULL","NULL","NULL","0.6746411483","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4895","Cosmetology Training Center","Lafayette","LA","70503","NULL","NULL","NULL","0.7368421053","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4896","Stage One-The Hair School","Lake Charles","LA","70605","NULL","NULL","NULL","0.5694444444","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4897","Empire Beauty School-Malden","Malden","MA","02148","NULL","NULL","NULL","0.4917127072","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4898","Minnesota School of Business-Brooklyn Center","Brooklyn Center","MN","55430","NULL","NULL","NULL","0.365751634","0.1574","0","0","0","0","0","0","0","0.3636","NULL","NULL","NULL","NULL",1
"4899","ITT Technical Institute-Omaha","Omaha","NE","68114","0.8676","NULL","NULL","0.3599931422","0.2113","0","0.3286","0","0","0","0","0","0.4262","NULL","NULL","NULL","NULL",1
"4900","Omaha School of Massage and Healthcare of Herzing University","Omaha","NE","68127","0.6714","NULL","NULL","0.2366124086","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4901","Xenon International Academy-Omaha","Omaha","NE","68127-3622","NULL","NULL","NULL","0.6769230769","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4902","Capri Institute of Hair Design-Brick","Brick","NJ","08723","NULL","NULL","NULL","0.6339285714","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4903","Capri Institute of Hair Design-Kenilworth","Kenilworth","NJ","07033","NULL","NULL","NULL","0.7272727273","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4904","Capri Institute of Hair Design-Paramus","Paramus","NJ","07652","NULL","NULL","NULL","0.675862069","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4905","Orlo School of Hair Design and Cosmetology","Albany","NY","12206","NULL","NULL","NULL","0.75","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4906","Delaware Area Career Center","Delaware","OH","43015-8969","NULL","NULL","NULL","PrivacySuppressed","0.0347","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4907","Eastland-Fairfield Career and Technical Schools","Groveport","OH","43125-9236","NULL","NULL","NULL","0.7142857143","0","0","0.0804","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4908","Empire Beauty School-Cincinnati","Cincinnati","OH","45239","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4909","Mahoning County Career and Technical Center","Canfield","OH","44406-9710","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4910","Ohio Hi Point Joint Vocational School District","Bellefontaine","OH","43311-9594","NULL","NULL","NULL","0.5754716981","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4911","Pickaway Ross Joint Vocational School District","Chillicothe","OH","45601-9010","NULL","NULL","NULL","0.5359477124","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4912","Pioneer Career and Technology Center","Shelby","OH","44875","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4913","Raphael's School of Beauty Culture Inc-Boardman","Boardman","OH","44512","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4914","Scioto County Career Technical Center","Lucasville","OH","45648-0766","NULL","NULL","NULL","0.6331877729","0","0","0.0366","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4915","Trumbull Career & Technical Center","Warren","OH","44483","NULL","NULL","NULL","0.6424581006","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4916","Northwest Technology Center-Fairview","Fairview","OK","73737","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4917","Lake Erie College of Osteopathic Medicine","Erie","PA","16509-1025","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"4918","University of Cosmetology Arts & Sciences-Harlingen","Harlingen","TX","78550-5034","NULL","NULL","NULL","0.6175298805","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4919","Gene Juarez Academy of Beauty-Federal Way","Federal Way","WA","98003","NULL","NULL","NULL","0.6110091743","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4920","Empire Beauty School-Appleton","Appleton","WI","54914-4644","NULL","NULL","NULL","0.5492180313","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4921","Empire Beauty School-Green Bay","Ashwaubenon","WI","54304-4838","NULL","NULL","NULL","0.4956672444","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4922","Warren County Career Center","Lebanon","OH","45036-1099","NULL","NULL","NULL","0.3490566038","0.0419","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4923","Brown Mackie College-Fort Wayne","Fort Wayne","IN","46805","NULL","NULL","NULL","0.3725579628","0.0044","0","0.0481","0","0","0","0","0","0.3712","NULL","NULL","NULL","NULL",1
"4924","Paul Mitchell the School-Wichita","Wichita","KS","67226-0000","NULL","NULL","NULL","0.5980392157","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4925","Pinnacle Institute of Cosmetology","Mooresville","NC","28115","NULL","NULL","NULL","0.8148148148","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4926","Career Training Academy-Monroeville","Monroeville","PA","15146","NULL","NULL","NULL","0.7064676617","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4927","Southern Careers Institute-Pharr","Pharr","TX","78577","NULL","NULL","NULL","0.5731998093","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4928","Texas State Technical College-Marshall","Marshall","TX","75672","NULL","NULL","NULL","0.3047858942","0.1447","0","0.4906","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4929","Florida National University-Main Campus","Hialeah","FL","33012","NULL","NULL","NULL","0.3544891641","0.0094","0","0","0","0","0","0","0","0.541","NULL","NULL","NULL","NULL",1
"4930","Georgia Institute of Cosmetology","Athens","GA","30606-3152","NULL","NULL","NULL","0.5841269841","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4931","Nouvelle Institute","Miami","FL","33125","NULL","NULL","NULL","0.0285714286","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4932","ITT Technical Institute-Fort Lauderdale","Fort Lauderdale","FL","33328","0.7692","NULL","NULL","0.3599931422","0.2823","0","0.4067","0","0","0","0","0","0.4","NULL","NULL","NULL","NULL",1
"4933","Franklin Technology-MSSU","Joplin","MO","64801-1595","NULL","NULL","NULL","0.775147929","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4934","Carson City Beauty Academy","Carson City","NV","89701-7565","NULL","NULL","NULL","0.5735294118","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4935","Professional Technical Institution Inc","Bayamon","PR","00959","NULL","NULL","NULL","0.0510204082","0","0","0.3775","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4936","Erikson Institute","Chicago","IL","60654-4510","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"4937","South Texas College","McAllen","TX","78502-9701","NULL","NULL","NULL","0.1429586472","0.1083","0.0098","0.0179","0.0469","0.0038","0","0.0058","0","0.1932","NULL","NULL","NULL","NULL",1
"4938","Pike County Joint Vocational School District","Piketon","OH","45661","NULL","NULL","NULL","0.4473684211","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4939","Lorain County Joint Vocational School District","Oberlin","OH","44074","NULL","NULL","NULL","0.3679245283","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4940","Roger Williams University School of Law","Bristol","RI","02809-5171","NULL","NULL","NULL","0.6183465459","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"4941","Everest Institute-Kendall","Miami","FL","33186","NULL","NULL","NULL","0.5549805951","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4942","California State University-Monterey Bay","Seaside","CA","93955-8001","0.444","540","24","0.433307633","0.0277","0","0","0.0601","0.0143","0","0","0","0.3828","NULL","NULL","NULL","NULL",1
"4943","Sanford-Brown College-St Peters","Saint Peters","MO","63376","NULL","NULL","NULL","0.5299625468","0","0","0","0","0","0","0","0","0.5755","NULL","NULL","NULL","NULL",1
"4944","Colorado Technical University-Kansas City","North Kansas City","MO","64116","NULL","NULL","NULL","0.2586086885","0","0","0","0","0","0","0","0","0.3117","NULL","NULL","NULL","NULL",1
"4945","Heald College-Salinas","Salinas","CA","93906","NULL","NULL","NULL","0.1297080455","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4946","Heritage College-Oklahoma City","Oklahoma City","OK","73149","NULL","NULL","NULL","0.6608969315","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4947","Ann Arbor Institute of Massage Therapy","Ann Arbor","MI","48103","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4948","Brown Mackie College-Atlanta","Atlanta","GA","30319","NULL","NULL","NULL","0.3725579628","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4949","Bryant & Stratton College-Henrietta","Rochester","NY","14623","NULL","NULL","NULL","0.2686825054","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4950","Argosy University-The Art Institute of California-Hollywood","North Hollywood","CA","91601","NULL","NULL","NULL","0.1154229959","0.1536","0","0","0","0","0","0","0","0.2022","NULL","NULL","NULL","NULL",1
"4951","Sage College","Moreno Valley","CA","92557-6720","NULL","NULL","NULL","0.150862069","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4952","Anthem College-Denver","Aurora","CO","80011","NULL","NULL","NULL","0.6531094201","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4953","Lincoln Technical Institute-Hartford","Hartford","CT","06105","NULL","NULL","NULL","0.6377079482","0.0338","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"4954","Ohio Center for Broadcasting-Valley View","Valley View","OH","44125-4220","NULL","NULL","NULL","0.7322970639","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4955","EINE Inc","Tewksbury","MA","01876","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4956","Laurus Technical Institute","Decatur","GA","30030","NULL","NULL","NULL","0.5303983229","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4957","Illinois School of Health Careers-Chicago Campus","Chicago","IL","60603","NULL","NULL","NULL","0.6777893639","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4958","Marian Health Careers Center-Los Angeles Campus","Los Angeles","CA","90010","NULL","NULL","NULL","0.7685950413","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"4959","Cleveland Clinic Health System-School of Diagnostic Imaging","Euclid","OH","44119","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
