"","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"2910","Rockingham Community College","Wentworth","NC","27375-0038","NULL","NULL","NULL","0.0457317073","0.0302","0","0.0879","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2911","Rowan-Cabarrus Community College","Salisbury","NC","28146","NULL","NULL","NULL","PrivacySuppressed","0.0656","0","0.0323","0.0094","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2912","Saint Augustine's University","Raleigh","NC","27610-2298","0.3649","420","17","0.199318569","0.0393","0","0","0.0393","0.0337","0","0","0","0.2315","NULL","NULL","NULL","NULL",1
"2913","Salem College","Winston-Salem","NC","27101","0.6672","590","25","0.125","0","0","0","0.1049","0.0247","0","0.0185","0","0.5658","NULL","NULL","NULL","NULL",1
"2914","Sampson Community College","Clinton","NC","28329-0318","NULL","NULL","NULL","PrivacySuppressed","0.1105","0","0.0221","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2915","Sandhills Community College","Pinehurst","NC","28374","NULL","NULL","NULL","PrivacySuppressed","0.0271","0","0.0722","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2916","Shaw University","Raleigh","NC","27601","0.4398","NULL","NULL","0.2204724409","0.0369","0","0","0.0199","0.0028","0","0.0057","0","0.2926","NULL","NULL","NULL","NULL",1
"2917","Paul Mitchell the School-Fayetteville","Fayetteville","NC","28303-5364","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2918","St Andrews University","Laurinburg","NC","28352","NULL","NULL","NULL","0.3988764045","0","0","0","0.0876","0","0","0","0","0.4697","NULL","NULL","NULL","NULL",1
"2919","Empire Beauty School-Matthews","Matthews","NC","28105","NULL","NULL","NULL","0.4727272727","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2920","Southeastern Community College","Whiteville","NC","28472-5422","NULL","NULL","NULL","PrivacySuppressed","0.0588","0","0.0308","0.0084","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2921","Southwestern Community College","Sylva","NC","28779","NULL","NULL","NULL","0.1284153005","0.0714","0","0.0446","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2922","Stanly Community College","Albemarle","NC","28001","NULL","NULL","NULL","0.0295698925","0.0547","0","0.0852","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2923","Surry Community College","Dobson","NC","27017-8432","NULL","NULL","NULL","PrivacySuppressed","0.028","0","0.0561","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2924","Alamance Community College","Graham","NC","27253-8000","NULL","NULL","NULL","0.0253353204","0.0312","0","0.048","0","0","0","0","0.0324","NULL","NULL","NULL","NULL","NULL",2
"2925","Tri-County Community College","Murphy","NC","28906","NULL","NULL","NULL","PrivacySuppressed","0.0368","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2926","Vance-Granville Community College","Henderson","NC","27537","NULL","NULL","NULL","0.0181818182","0.0297","0","0.0227","0","0","0","0","0.0127","NULL","NULL","NULL","NULL","NULL",2
"2927","Wake Forest University","Winston-Salem","NC","27106","0.4028","NULL","NULL","0.8314350797","0.0143","0","0","0.0764","0.0086","0","0.0382","0","0.8873","NULL","NULL","NULL","NULL",1
"2928","Wake Technical Community College","Raleigh","NC","27603-5696","NULL","NULL","NULL","0.1093410572","0.065","0","0.0595","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2929","Warren Wilson College","Swannanoa","NC","28778-2099","0.7396","620","NULL","0.4756756757","0","0","0","0.0354","0","0","0.0354","0","0.4905","NULL","NULL","NULL","NULL",1
"2930","Watts School of Nursing","Durham","NC","27705-2505","NULL","NULL","NULL","NULL","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2931","Wayne Community College","Goldsboro","NC","27534-8002","NULL","NULL","NULL","0.0721804511","0.0342","0","0.0616","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2932","Western Piedmont Community College","Morganton","NC","28655-4511","NULL","NULL","NULL","0.0756302521","0.0402","0","0.0309","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2933","Wilkes Community College","Wilkesboro","NC","28697","NULL","NULL","NULL","0.0622641509","0.048","0","0.071","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2934","Wilson Community College","Wilson","NC","27893-3310","NULL","NULL","NULL","PrivacySuppressed","0.0439","0","0.0304","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2935","Wingate University","Wingate","NC","28174-0159","0.8755","570","NULL","0.4358974359","0","0","0","0.0581","0.0116","0","0.0078","0","0.5335","NULL","NULL","NULL","NULL",1
"2936","Carolina Christian College","Winston Salem","NC","27105","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","1","NULL","NULL","NULL","NULL",1
"2937","Winston Salem Barber School","Winston-Salem","NC","27127","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2938","Winston-Salem State University","Winston-Salem","NC","27110-0001","0.567","480","19","0.2878120411","0.0227","0","0","0.0192","0.0061","0","0.0096","0","0.3558","NULL","NULL","NULL","NULL",1
"2939","Western Carolina University","Cullowhee","NC","28723-9646","0.4415","560","24","0.4413518887","0.004","0.0045","0.0744","0.0159","0.0142","0","0.0114","0","0.5124","NULL","NULL","NULL","NULL",1
"2940","Rasmussen College-North Dakota","Fargo","ND","58103-7196","0.9433","NULL","NULL","0.2962962963","0.0183","0","0","0","0","0","0","0","0.537","NULL","NULL","NULL","NULL",1
"2941","Bismarck State College","Bismarck","ND","58506-5587","NULL","NULL","NULL","0.3066933067","0.0184","0","0.3088","0","0","0","0","0","0.3873","NULL","NULL","NULL","NULL",1
"2942","Dickinson State University","Dickinson","ND","58601-4896","0.9654","550","24","0.3636363636","0.0487","0","0","0.0287","0.0057","0","0.0014","0","0.4157","NULL","NULL","NULL","NULL",1
"2943","Nueta Hidatsa Sahnish College","New Town","ND","58763","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2944","Josef's School of Hair Design Inc-Grand Forks","Grand Forks","ND","58201","NULL","NULL","NULL","0.7076923077","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2945","Headquarters Academy of Hair Design Inc","Minot","ND","58701-3914","NULL","NULL","NULL","0.5142857143","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2946","University of Jamestown","Jamestown","ND","58405","0.6356","540","26","0.3940677966","0.0299","0","0","0.0539","0.006","0","0","0","0.4541","NULL","NULL","NULL","NULL",1
"2947","Josef's School of Hair Design Inc-Fargo Downtown","Fargo","ND","58102","NULL","NULL","NULL","0.564516129","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2948","Lake Region State College","Devils Lake","ND","58301-1598","NULL","NULL","NULL","0.288209607","0","0","0.0239","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2949","Cankdeska Cikana Community College","Fort Totten","ND","58335","NULL","NULL","NULL","PrivacySuppressed","0.0645","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2950","University of Mary","Bismarck","ND","58504","0.9484","580","25","0.4734299517","0.0361","0.0019","0","0.038","0","0","0","0","0.4744","NULL","NULL","NULL","NULL",1
"2951","Mayville State University","Mayville","ND","58257-1299","NULL","NULL","NULL","0.2380952381","0.0526","0","0","0.0175","0.0175","0","0.0088","0","0.2963","NULL","NULL","NULL","NULL",1
"2952","Medcenter One College of Nursing","Bismarck","ND","58501-4425","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1
"2953","Minot State University","Minot","ND","58707","0.7384","500","24","0.238372093","0.0387","0","0","0.0022","0.0086","0","0.0172","0","0.3898","NULL","NULL","NULL","NULL",1
"2954","Moler Barber College","Fargo","ND","58103-1805","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2955","University of North Dakota","Grand Forks","ND","58202-8193","0.7305","NULL","26","0.4376840039","0.0118","0.0823","0.0101","0.0409","0.0095","0","0.0118","0","0.5119","NULL","NULL","NULL","NULL",1
"2956","North Dakota State College of Science","Wahpeton","ND","58076-0002","NULL","NULL","NULL","0.4848484848","0.0406","0","0.2224","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2957","Dakota College at Bottineau","Bottineau","ND","58318-1198","NULL","NULL","NULL","0.3602484472","0.0092","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2958","North Dakota State University-Main Campus","Fargo","ND","58108-6050","0.7692","620","26","0.4221149627","0.0265","0.161","0","0.0492","0.0054","0","0.0076","0","0.506","NULL","NULL","NULL","NULL",1
"2959","Williston State College","Williston","ND","58801","NULL","NULL","NULL","0.2731481481","0.0244","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2960","JZ Trend Academy Paul Mitchell Partner School","Bismarck","ND","58504","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2961","Sitting Bull College","Fort Yates","ND","58538-9721","NULL","NULL","NULL","PrivacySuppressed","0.1224","0","0.0204","0","0","0","0","0","0.4722","NULL","NULL","NULL","NULL",1
"2962","Trinity Bible College","Ellendale","ND","58436-7105","NULL","NULL","NULL","0.2882882883","0","0","0","0","0","0","0","0","0.4521","NULL","NULL","NULL","NULL",1
"2963","Turtle Mountain Community College","Belcourt","ND","58316","NULL","NULL","NULL","PrivacySuppressed","0.0375","0","0.0875","0","0","0","0","0","0.1557","NULL","NULL","NULL","NULL",1
"2964","United Tribes Technical College","Bismarck","ND","58504","NULL","NULL","NULL","0.0471014493","0.0377","0","0.1604","0.0377","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2965","Valley City State University","Valley City","ND","58072","0.861","510","24","0.3743842365","0.026","0","0","0.026","0","0","0.0195","0","0.3952","NULL","NULL","NULL","NULL",1
"2966","ETI Technical College","Niles","OH","44446-4398","0.8889","NULL","NULL","0.4203821656","0","0.1064","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2967","The Art Institute of Cincinnati-AIC College of Design","Cincinnati","OH","45246-3322","0.2143","NULL","NULL","0.6756756757","1","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2968","Miami-Jacobs Career College-Independence","Independence","OH","44131","NULL","NULL","NULL","0.1673151751","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2969","Akron Institute of Herzing University","Akron","OH","44306-3931","0.7759","NULL","NULL","0.3382099828","0.0556","0","0","0","0","0","0","0","0.4211","NULL","NULL","NULL","NULL",1
"2970","University of Akron Main Campus","Akron","OH","44325-4702","NULL","NULL","NULL","0.2639033535","0.0289","0.0595","0.0565","0.0276","0.0095","0","0.0082","0","0.373","NULL","NULL","NULL","NULL",1
"2971","Akron School of Practical Nursing","Akron","OH","44320-1736","NULL","NULL","NULL","0.6851851852","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2972","University of Akron Wayne College","Orrville","OH","44667","NULL","NULL","NULL","0.2639033535","0.0104","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2973","Allegheny Wesleyan College","Salem","OH","44460-9598","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","0.1176","NULL","NULL","NULL","NULL",1
"2974","Antonelli College-Cincinnati","Cincinnati","OH","45202","NULL","NULL","NULL","0.4214162349","0.046","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2975","Apollo Career Center","Lima","OH","45806-1497","NULL","NULL","NULL","0.2179487179","0","0.0077","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2976","Art Academy of Cincinnati","Cincinnati","OH","45202-1706","0.3274","500","23","0.5","0","0","0","0","0","0","0","0","0.3654","NULL","NULL","NULL","NULL",1
"2977","Ashland County-West Holmes Career Center","Ashland","OH","44805-9377","NULL","NULL","NULL","PrivacySuppressed","0","0","0.218","0","0","0","0","0.0677","NULL","NULL","NULL","NULL","NULL",3
"2978","Ashland University","Ashland","OH","44805","0.7526","580","26","0.1084489281","0.0053","0","0","0.0438","0.0053","0","0.0066","0","0.5972","NULL","NULL","NULL","NULL",1
"2979","Ashtabula County Technical and Career Campus","Jefferson","OH","44047","NULL","NULL","NULL","0.8041237113","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2980","Auburn Career Center","Concord Twp","OH","44077","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2981","Aultman College of Nursing and Health Sciences","Canton","OH","44710-1797","1","NULL","NULL","0.8272727273","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2982","Baldwin Wallace University","Berea","OH","44017-2088","0.6482","590","27","0.5624242424","0.0144","0","0","0.0551","0.0052","0","0.0197","0","0.7075","NULL","NULL","NULL","NULL",1
"2983","Belmont College","Saint Clairsville","OH","43950","NULL","NULL","NULL","0.1892265193","0.0682","0","0.1165","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2984","Bluffton University","Bluffton","OH","45817-2104","0.6115","590","24","0.4609929078","0.0228","0","0","0.0274","0.0091","0","0.0091","0","0.5752","NULL","NULL","NULL","NULL",1
"2985","Fortis College-Ravenna","Ravenna","OH","44266","NULL","NULL","NULL","0.5","0.0076","0","0.2348","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2986","Bowling Green State University-Firelands","Huron","OH","44839-9791","NULL","NULL","NULL","0.4485013624","0.0473","0","0.0414","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2987","Bowling Green State University-Main Campus","Bowling Green","OH","43403","0.801","570","24","0.4485013624","0.0237","0","0.03","0.0356","0.0069","0","0.0069","0","0.604","NULL","NULL","NULL","NULL",1
"2988","Bryant & Stratton College-Parma","Parma","OH","44130-3151","0.6413","NULL","NULL","0.2698439057","0.0569","0","0","0","0","0","0","0","0.3542","NULL","NULL","NULL","NULL",1
"2989","Buckeye Hills Career Center","Rio Grande","OH","45674-0157","NULL","NULL","NULL","0.6461538462","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2990","Butler Tech-D Russel Lee Career Center","Hamilton","OH","45011","0.6602","NULL","NULL","0.7423728814","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2991","Canton City Schools Adult Career and Technical Education","Canton","OH","44705","NULL","NULL","NULL","0.1666666667","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"2992","Capital University","Columbus","OH","43209-2394","0.7495","610","26","0.5048814505","0.009","0","0","0.0526","0.012","0","0.003","0","0.588","NULL","NULL","NULL","NULL",1
"2993","Valley Beauty School","Zanesville","OH","43701","NULL","NULL","NULL","0.4782608696","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2994","Carousel Beauty College-Middletown","Middletown","OH","45044","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2995","Carousel Beauty College-Dayton","Dayton","OH","45402","NULL","NULL","NULL","0.3636363636","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2996","Carousel of Miami Valley Beauty College","Huber Heights","OH","45424","NULL","NULL","NULL","NULL","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"2997","Case Western Reserve University","Cleveland","OH","44106","0.6669","750","34","0.8204651163","0.0225","0.273","0","0.1237","0.0164","0","0.0798","0","0.821","NULL","NULL","NULL","NULL",1
"2998","Cedarville University","Cedarville","OH","45314-0601","0.7492","650","28","0.569664903","0.0127","0.0731","0","0.0604","0.0079","0","0.0032","0","0.6693","NULL","NULL","NULL","NULL",1
"2999","Central Ohio Technical College","Newark","OH","43055-1767","NULL","NULL","NULL","0.2059620596","0.0549","0","0.0267","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3000","Central School of Practical Nursing","Independence","OH","44131-0000","0.6719","NULL","NULL","0.6981132075","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"3001","Central State University","Wilberforce","OH","45384-1004","0.2239","430","17","0.1918767507","0.0236","0.0236","0.0094","0.0283","0.0047","0","0.0236","0","0.1938","NULL","NULL","NULL","NULL",1
"3002","Chatfield College","Saint Martin","OH","45118-9705","NULL","NULL","NULL","0.17","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3003","Choffin Career  and Technical Center","Youngstown","OH","44503-1600","NULL","NULL","NULL","0.6428571429","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"3004","The Christ College of Nursing and Health Sciences","Cincinnati","OH","45219-2989","0.3846","580","23","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3005","Cincinnati Christian University","Cincinnati","OH","45204-3200","0.982","560","24","0.3532110092","0","0","0","0","0","0","0","0","0.4157","NULL","NULL","NULL","NULL",1
"3006","Cincinnati College of Mortuary Science","Cincinnati","OH","45224-1462","0.7647","NULL","NULL","0.8684210526","0","0","0","0","0","0","0","0","0.5882","NULL","NULL","NULL","NULL",1
"3007","University of Cincinnati-Main Campus","Cincinnati","OH","45221-0063","0.6598","640","28","0.3888232315","0.022","0.0941","0.0136","0.0259","0.003","0","0.0101","0.0044","0.4894","NULL","NULL","NULL","NULL",1
"3008","Cincinnati State Technical and Community College","Cincinnati","OH","45223-2690","NULL","NULL","NULL","0.0278884462","0.0107","0","0.1719","0","0","0","0","0.004","NULL","NULL","NULL","NULL","NULL",2
"3009","University of Cincinnati-Clermont College","Batavia","OH","45103","NULL","NULL","NULL","0.3888232315","0.0561","0","0.0374","0.008","0","0","0.0027","0.0294","0.2427","NULL","NULL","NULL","NULL",1
"3010","University of Cincinnati-Blue Ash College","Blue Ash","OH","45236-1096","NULL","NULL","NULL","0.3888232315","0","0","0.0222","0.0156","0","0","0","0.0267","0.1763","NULL","NULL","NULL","NULL",1
"3011","Ohio Christian University","Circleville","OH","43113-9487","0.6831","NULL","NULL","0.3940520446","0","0","0","0","0","0","0","0","0.3448","NULL","NULL","NULL","NULL",1
"3012","Clark State Community College","Springfield","OH","45501-0570","NULL","NULL","NULL","0.1133400201","0.0511","0","0.0199","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3013","Scott College of Cosmetology","Wheeling","WV","26003","NULL","NULL","NULL","0.4634146341","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3014","Cleveland Institute of Art","Cleveland","OH","44106-1710","0.8196","580","24","0.6021505376","0","0","0","0","0","0","0","0","0.4896","NULL","NULL","NULL","NULL",1
"3015","Cleveland Institute of Dental-Medical Assistants-Cleveland","Cleveland","OH","44115-2285","NULL","NULL","NULL","0.7422360248","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"3016","Cleveland Institute of Music","Cleveland","OH","44106-1776","0.3541","NULL","NULL","0.7692307692","0","0","0","0","0","0","0","0","0.625","NULL","NULL","NULL","NULL",1
"3017","Cleveland State University","Cleveland","OH","44115-2214","0.6427","550","23","0.3906836965","0.0133","0.0519","0.0138","0.0221","0.0088","0","0.016","0.0055","0.2983","NULL","NULL","NULL","NULL",1
"3018","Columbiana County Career and Technical Center","Lisbon","OH","44432","NULL","NULL","NULL","PrivacySuppressed","0","0","0.1316","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"3019","Bradford School","Columbus","OH","43219","NULL","NULL","NULL","0.6639839034","0.0326","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3020","Columbus College of Art and Design","Columbus","OH","43215","0.7393","550","23","0.5157068063","0","0","0","0","0","0","0","0","0.6092","NULL","NULL","NULL","NULL",1
"3021","Kaplan College-Columbus","Columbus","OH","43232","NULL","NULL","NULL","0.5329218107","0.1337","0","0.0407","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3022","Columbus State Community College","Columbus","OH","43215","NULL","NULL","NULL","0.0311340753","0.0183","0","0.1324","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3023","Springfield Regional School of Nursing","Springfield","OH","45505","NULL","NULL","NULL","0.6274509804","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3024","Cuyahoga Community College District","Cleveland","OH","44115-2878","NULL","NULL","NULL","0.0539403913","0.0208","0.0038","0.0466","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3025","Davis College","Toledo","OH","43623","1","NULL","NULL","0.2996254682","0.0769","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3026","Dayton Barber College","Miamisburg","OH","45342","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3027","University of Dayton","Dayton","OH","45469","0.7721","620","28","0.7428315412","0.0099","0.1265","0.0558","0.0471","0.0062","0","0.0081","0","0.7629","NULL","NULL","NULL","NULL",1
"3028","Defiance College","Defiance","OH","43512","0.672","540","24","0.4190140845","0.0162","0","0","0.027","0.0108","0","0","0","0.453","NULL","NULL","NULL","NULL",1
"3029","Denison University","Granville","OH","43023-0713","0.4925","680","NULL","0.8207171315","0.0058","0","0","0.1291","0.0096","0","0.0347","0","0.8295","NULL","NULL","NULL","NULL",1
"3030","DeVry University-Ohio","Columbus","OH","43209-2705","0.7016","NULL","NULL","0.0948866829","0.3908","0","0.1085","0","0","0","0","0","0.3085","NULL","NULL","NULL","NULL",1
"3031","Chancellor University","Cleveland","OH","44114","0.6489","NULL","NULL","0.0622009569","0.013","0","0","0","0","0","0","0","0.1127","NULL","NULL","NULL","NULL",1
"3032","Eastern Hills Academy of Hair Design","Cincinnati","OH","45255","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3033","Edison State Community College","Piqua","OH","45356-9239","NULL","NULL","NULL","0.1178509532","0.0414","0","0.1036","0","0","0","0","0","0.3191","NULL","NULL","NULL","NULL",1
"3034","EHOVE Career Center","Milan","OH","44846","NULL","NULL","NULL","0.6666666667","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"3035","Bryant & Stratton College-Cleveland","Cleveland","OH","44115","NULL","NULL","NULL","0.2698439057","0.1215","0","0.0654","0","0","0","0","0","0.1639","NULL","NULL","NULL","NULL",1
"3036","Regency Beauty Institute-Cleveland","Willoughby","OH","44094","NULL","NULL","NULL","0.2777777778","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"3037","The University of Findlay","Findlay","OH","45840-3653","0.6735","610","26","0.448","0.0312","0","0.0295","0.0312","0.0035","0","0","0","0.5793","NULL","NULL","NULL","NULL",1
"3038","Franklin University","Columbus","OH","43215-5399","NULL","NULL","NULL","0.0994180407","0.091","0","0","0","0","0","0","0","0.1951","NULL","NULL","NULL","NULL",1
"3039","Gerbers Akron Beauty School","Akron","OH","44313","NULL","NULL","NULL","0.3278688525","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"3040","Gods Bible School and College","Cincinnati","OH","45202-6838","1","NULL","NULL","0.1639344262","0","0","0","0","0","0","0","0","0.4308","NULL","NULL","NULL","NULL",1
"3041","Good Samaritan College of Nursing and Health Science","Cincinnati","OH","45220-2489","0.814","420","NULL","0.6813186813","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3042","Great Oaks Career Campuses","Cincinnati","OH","45241","NULL","NULL","NULL","0.8095238095","0","0","0.0306","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3043","Hannah E Mullins School of Practical Nursing","Salem","OH","44460-2906","NULL","NULL","NULL","0.5918367347","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"3044","Adult and Community Education-Hudson","Columbus","OH","43211","0.9286","NULL","NULL","0.8709677419","0","0","0.0403","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"3045","Hebrew Union College-Jewish Institute of Religion-Los Angeles","Los Angeles","CA","90007-3796","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3046","Hebrew Union College-Jewish Institute of Religion","New York","NY","10012-1186","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3047","Hebrew Union College-Jewish Institute of Religion-Cincinnati","Cincinnati","OH","45220","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"3048","Heidelberg University","Tiffin","OH","44883-2462","0.619","560","24","0.4230769231","0.026","0","0","0.0521","0","0","0.0104","0","0.5169","NULL","NULL","NULL","NULL",1
"3049","Hiram College","Hiram","OH","44234-0067","0.8763","600","26","0.5518292683","0.0252","0","0","0.1403","0.018","0","0.0216","0","0.6818","NULL","NULL","NULL","NULL",1
"3050","Hobart Institute of Welding Technology","Troy","OH","45373-2400","NULL","NULL","NULL","0.875","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"3051","Hocking College","Nelsonville","OH","45764","NULL","NULL","NULL","0.0152422428","0.0129","0","0.1147","0.0014","0","0","0.0041","0","NULL","NULL","NULL","NULL","NULL",2
"3052","Huron School of Nursing","Cleveland","OH","44112-4308","0.1754","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3053","American School of Technology","Columbus","OH","43229","NULL","NULL","NULL","0.5264797508","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"3054","Ross Medical Education Center-Cincinnati","Cincinnati","OH","45246","NULL","NULL","NULL","0.7707006369","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",3
"3055","International College of Broadcasting","Dayton","OH","45431","NULL","NULL","NULL","0.5394736842","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3056","ITT Technical Institute-Dayton","Dayton","OH","45414-3877","0.3965","NULL","NULL","0.3123644252","0.4222","0","0.3333","0","0","0","0","0","0.3607","NULL","NULL","NULL","NULL",1
"3057","Eastern Gateway Community College","Steubenville","OH","43952-3598","NULL","NULL","NULL","0.0518518519","0.0222","0.0037","0.1","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3058","John Carroll University","University Heights","OH","44118-4581","0.8125","600","26","0.671592775","0.0198","0.0015","0","0.1079","0.0061","0","0.0471","0","0.7275","NULL","NULL","NULL","NULL",1
"3059","Hondros College","Westerville","OH","43081","0.5816","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
"3060","Casal Aveda Institute","Austintown","OH","44515","0.8701","NULL","NULL","0.7402597403","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",2
