"","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL","PELL_COMP_ORIG_YR6_RT","NOPELL_COMP_ORIG_YR6_RT","COMPL_RPY_3YR_RT","PELL_RPY_3YR_RT","NOPELL_RPY_3YR_RT","COMPL_RPY_1YR_RT","PELL_RPY_1YR_RT","NOPELL_RPY_1YR_RT","COSTT4_A","LO_INC_COMP_ORIG_YR4_RT","MD_INC_COMP_ORIG_YR4_RT","HI_INC_COMP_ORIG_YR4_RT"
"76","American Institute of Technology","Phoenix","AZ","85043-4729","NULL","NULL","NULL","0.6131979695","0","0","0","0","0","0","0","0","NULL","29300","35700","37800","NULL",3,"0.5519125683","0.7360594796","0.5641891892","0.4209486166","0.6","0.8446820484","0.8138888889","0.8421672556","NULL","0.535188216","0.7236842105","0.8142857143"
"77","Carrington College-Phoenix","Phoenix","AZ","85051-4063","1","NULL","NULL","0.7062561095","0","0","0","0","0","0","0","0","0.6501","24800","31400","32600","NULL",1,"0.6831372549","0.7721893491","0.5086490037","0.4081875994","0.6523407521","0.6205471364","0.5516822754","0.7364939361","NULL","0.6699726402","0.7896551724","0.8187919463"
"78","Carrington College-Mesa","Mesa","AZ","85210","1","NULL","NULL","0.7062561095","0","0","0","0","0","0","0","0","NULL","24800","31400","32600","NULL",2,"0.6831372549","0.7721893491","0.5086490037","0.4081875994","0.6523407521","0.6205471364","0.5516822754","0.7364939361","NULL","0.6699726402","0.7896551724","0.8187919463"
"79","Carrington College-Tucson","Tucson","AZ","85745","1","NULL","NULL","0.7062561095","0","0","0","0","0","0","0","0","NULL","24800","31400","32600","NULL",2,"0.6831372549","0.7721893491","0.5086490037","0.4081875994","0.6523407521","0.6205471364","0.5516822754","0.7364939361","NULL","0.6699726402","0.7896551724","0.8187919463"
"80","CollegeAmerica-Flagstaff","Flagstaff","AZ","86001","NULL","NULL","NULL","0.4481865285","0.0408","0","0","0","0","0","0","0","0.4667","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",1,"0.4013157895","0.4736842105","0.157480315","PrivacySuppressed","PrivacySuppressed","0.1755485893","PrivacySuppressed","PrivacySuppressed","26461","0.4089456869","PrivacySuppressed","PrivacySuppressed"
"81","Arizona Academy of Beauty-East","Tucson","AZ","85712","NULL","NULL","NULL","0.59375","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.7205882353","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"82","Arizona Automotive Institute","Glendale","AZ","85301-3579","NULL","NULL","NULL","0.566017316","0","0","0","0","0","0","0","0","NULL","30800","39400","38200","NULL",2,"0.5085574572","0.6458333333","0.2634338139","0.1531841652","0.3813559322","0.248","0.1991942704","0.325443787","NULL","0.5405027933","0.6589595376","0.6285714286"
"83","Brookline College-Phoenix","Phoenix","AZ","85021","NULL","NULL","NULL","0.5461538462","0","0","0","0","0","0","0","0","0.5652","22100","27700","35300","NULL",1,"0.549232159","0.7301587302","0.3137254902","0.2420718816","0.5133333333","0.3969599532","0.3309283309","0.5528455285","NULL","0.5350438048","PrivacySuppressed","PrivacySuppressed"
"84","Arizona State University-Tempe","Tempe","AZ","85287","0.8891","630","27","0.5180540022","0.0193","0.0503","0.0048","0.0557","0.008","0","0.006","0.0076","0.5683","49000","52800","54500","NULL",1,"0.5282299965","0.5826390755","0.8757708119","0.7531870154","0.8396871945","0.8491926475","0.736639857","0.8257349808","21537","0.4963140068","0.515942029","0.5496760259"
"85","Arizona Western College","Yuma","AZ","85365-8834","NULL","NULL","NULL","0.0486537553","0.0176","0.0049","0.0134","0.0067","0.0055","0","0.0067","0","NULL","29700","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.4349442379","0.5619047619","PrivacySuppressed","0.5083798883","0.7153284672","13804","0.0472440945","PrivacySuppressed","PrivacySuppressed"
"86","University of Arizona","Tucson","AZ","85721-0066","0.7139","620","NULL","0.4668314009","0.0146","0.0457","0.0198","0.0877","0.0123","0","0.0205","0.0009","0.6128","50000","52000","57100","NULL",1,"0.4456997085","0.5306942054","0.9177458873","0.7976800647","0.8876732312","0.9083312853","0.8058962772","0.8884639898","23153","0.4165405951","0.4637779282","0.5247084953"
"87","Southwest University of Visual Arts-Tucson","Tucson","AZ","85716","NULL","NULL","NULL","0.1757575758","0","0","0","0","0","0","0","0","0.8333","28800","32700","34300","NULL",1,"0.2741935484","0.2368421053","0.7154471545","0.4978540773","0.6730769231","0.38","0.305785124","0.4936708861","44876","0.1747572816","PrivacySuppressed","PrivacySuppressed"
"88","Brillare Hairdressing Academy","Scottsdale","AZ","85254","NULL","NULL","NULL","0.7881773399","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"0.6625","0.8533333333","0.6857142857","0.6038961039","0.7583892617","0.7162162162","0.6163793103","0.829787234","NULL","0.7840909091","0.8169014085","0.75"
"89","Central Arizona College","Coolidge","AZ","85128-9030","NULL","NULL","NULL","0.1498987171","0.0786","0.001","0.0029","0","0","0","0","0","NULL","28700","32500","41600","NULL",2,"0.0891238671","0.1616161616","0.7045454545","0.4012345679","0.564516129","0.7212121212","0.4586666667","0.5951557093","9439","0.1133056133","0.1916859122","0.3488372093"
"90","Brown Mackie College-Tucson","Tucson","AZ","85712","NULL","NULL","NULL","0.3532781668","0.0593","0","0.1992","0","0","0","0","0","0.4324","27700","PrivacySuppressed","PrivacySuppressed","NULL",1,"0.5919629057","0.5530410184","0.5686813187","0.3649222065","0.3618012422","0.5074046649","0.3761850333","0.3767502442","24687","0.3267223382","0.3756345178","0.4292237443"
"91","Charles of Italy Beauty College","Lake Havasu City","AZ","86403","NULL","NULL","NULL","0.5970149254","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","0.4925373134","PrivacySuppressed","PrivacySuppressed","0.6923076923","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"92","Cochise County Community College District","Douglas","AZ","85607-6190","NULL","NULL","NULL","0.0857461024","0.057","0.0012","0.0212","0.0018","0.0031","0.2615","0","0","NULL","30800","39500","47900","NULL",2,"PrivacySuppressed","PrivacySuppressed","0.6666666667","0.509054326","0.6666666667","0.796875","0.6133333333","0.7757009346","8811","0.0718562874","PrivacySuppressed","PrivacySuppressed"
"93","Empire Beauty School-Flagstaff","Flagstaff","AZ","86004","NULL","NULL","NULL","0.5591397849","0","0","0","0","0","0","0","0","NULL","21600","PrivacySuppressed","PrivacySuppressed","NULL",3,"0.5913461538","0.8","0.4680851064","0.3175487465","0.5630252101","0.5650684932","0.4789473684","0.6265060241","NULL","0.5426356589","0.5616438356","0.6585365854"
"94","Empire Beauty School-Chandler","Chandler","AZ","85224","NULL","NULL","NULL","0.5591397849","0","0","0","0","0","0","0","0","NULL","21600","PrivacySuppressed","PrivacySuppressed","NULL",3,"0.5913461538","0.8","0.4680851064","0.3175487465","0.5630252101","0.5650684932","0.4789473684","0.6265060241","NULL","0.5426356589","0.5616438356","0.6585365854"
"95","Cortiva Institute-Tucson","Tucson","AZ","85710","NULL","NULL","NULL","0.7161290323","0","0","0","0","0","0","0","0","NULL","22700","PrivacySuppressed","PrivacySuppressed","NULL",3,"PrivacySuppressed","PrivacySuppressed","0.7182320442","0.5855263158","0.7647058824","0.8571428571","0.8163265306","0.9","NULL","0.6826923077","PrivacySuppressed","PrivacySuppressed"
"96","DeVry University-Arizona","Phoenix","AZ","85021-2995","0.8131","NULL","NULL","0.1516278553","0.2286","0.0762","0.1873","0","0","0","0","0","0.3395","44100","52500","61100","NULL",1,"0.1303038909","0.1100110011","0.7887323944","0.4850571959","0.6077824453","0.7456908731","0.5213391214","0.6433829634","29286","0.1290106312","0.1713857116","0.2099977684"
"97","Avalon School of Cosmetology-Mesa","Mesa","AZ","85210","NULL","NULL","NULL","0.5090252708","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"0.5568181818","0.6764705882","0.5930232558","0.4562211982","0.53125","0.6284829721","0.5512820513","0.5877862595","NULL","0.4846938776","PrivacySuppressed","PrivacySuppressed"
"98","Eastern Arizona College","Thatcher","AZ","85552-0769","NULL","NULL","NULL","0.1338709677","0.012","0","0.0203","0.0023","0.0023","0","0.0008","0","NULL","32300","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","10656","0.1223628692","PrivacySuppressed","PrivacySuppressed"
"99","Embry-Riddle Aeronautical University-Prescott","Prescott","AZ","86301-3720","0.8234","630","28","0.3634417808","0.0029","0.3152","0","0","0","0","0.0659","0","0.5509","64900","65100","66600","NULL",1,"0.4339805825","0.4660098522","0.9238310709","0.7985468956","0.905420354","0.9238038984","0.8532388664","0.9116355653","44052","0.3148371532","0.342032967","0.4351732991"
"100","Frank Lloyd Wright School of Architecture","Scottsdale","AZ","85261-4430","NULL","NULL","NULL","PrivacySuppressed","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL",1,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"101","Glendale Community College","Glendale","AZ","85302","NULL","NULL","NULL","PrivacySuppressed","0.0195","0","0.0091","0.0006","0","0","0.0375","0","NULL","34400","39000","42700","NULL",2,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.5227272727","0.6507230256","PrivacySuppressed","0.456836799","0.6660746004","11347","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"102","Grand Canyon University","Phoenix","AZ","85017","0.3237","NULL","NULL","0.1182607427","0","0","0","0.0152","0","0","0","0","0.3134","42600","49800","57000","NULL",1,"0.2265251989","0.2859248342","0.8279773157","0.3160688666","0.5221584984","0.7388429752","0.4002704095","0.6369047619","30235","0.0728184314","0.1598211791","0.2507138778"
"103","Anthem College-Phoenix","Phoenix","AZ","85014","NULL","NULL","NULL","0.6848958333","0.0146","0","0.0146","0","0","0","0","0","0.4607","26700","33500","36000","NULL",1,"0.4237212419","0.477757465","0.5876690947","0.4909134965","0.655643422","0.6181898067","0.5151160066","0.6671087533","NULL","0.6484318016","0.7607052897","0.8157894737"
"104","International Academy of Hair Design","Tempe","AZ","85282-6730","NULL","NULL","NULL","0.6785714286","0","0","0","0","0","0","0","0","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL",3,"0.5142857143","0.7169811321","0.7167630058","0.5816993464","0.7294117647","0.66359447","0.5393258427","0.84375","NULL","0.6","PrivacySuppressed","PrivacySuppressed"
"105","Kaplan College-Phoenix","Phoenix","AZ","85029","NULL","NULL","NULL","0.5796064401","0","0","0","0","0","0","0","0","NULL","24800","34000","37400","NULL",2,"0.5263157895","0.564516129","0.5552825553","0.4051094891","0.6011904762","0.5945945946","0.5070866142","0.6587301587","NULL","0.5292553191","0.6779661017","0.6923076923"
"106","GateWay Community College","Phoenix","AZ","85034","NULL","NULL","NULL","0.1169250646","0.0214","0","0.0177","0","0","0","0.0051","0","NULL","30400","41400","49100","NULL",2,"0.0442105263","0.0795847751","0.6771653543","0.5027027027","0.6689303905","0.7442622951","0.529012023","0.6771117166","12465","0.1287804878","0.0920096852","0.1"
"107","Mesa Community College","Mesa","AZ","85202","NULL","NULL","NULL","0.0075690116","0.0192","0","0.0158","0.0007","0","0","0.0309","0","NULL","37400","41800","46600","NULL",2,"0.0096618357","PrivacySuppressed","0.7610619469","0.4768971332","0.6256621542","PrivacySuppressed","0.4649727768","0.6392156863","11955","PrivacySuppressed","0.0080906149","PrivacySuppressed"
"108","ITT Technical Institute-Tucson","Tucson","AZ","85704-5829","0.8327","NULL","NULL","0.3187633262","0.3065","0","0.3618","0","0","0","0","0","0.1803","38200","46300","47200","NULL",1,"0.3352601156","0.3183254344","0.557122708","0.3441082503","0.5384294069","0.566698772","0.4505614087","0.5649236193","26988","0.2656358181","0.4077952298","0.4688715953"
"109","ITT Technical Institute-Tempe","Tempe","AZ","85282","0.9171","NULL","NULL","0.3187633262","0.3021","0","0.3191","0","0","0","0","0","0.3279","38200","46300","47200","NULL",1,"0.3352601156","0.3183254344","0.557122708","0.3441082503","0.5384294069","0.566698772","0.4505614087","0.5649236193","27239","0.2656358181","0.4077952298","0.4688715953"
"110","Mohave Community College","Kingman","AZ","86409-1238","NULL","NULL","NULL","0.1432734337","0.0386","0","0","0.0119","0.0028","0","0.0018","0","NULL","27100","PrivacySuppressed","PrivacySuppressed","NULL",2,"0.0995780591","0.2214765101","0.5934065934","0.3235490327","0.5162601626","0.6611764706","0.4394942806","0.6460176991","23883","0.1308176101","0.1717171717","0.2602739726"
"111","Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division","Phoenix","AZ","85027","NULL","NULL","NULL","0.6801666667","0","0","0","0","0","0","0","0","NULL","32900","39600","40200","NULL",2,"0.6920289855","0.75404814","0.6976241901","0.5387747189","0.7266391327","0.725123628","0.6160558464","0.7715189873","NULL","0.6177024482","0.728587963","0.7863720074"
"112","Dine College","Tsaile","AZ","86556","NULL","NULL","NULL","0.073800738","0","0","0","0.0298","0","0","0","0","0.052","21800","PrivacySuppressed","PrivacySuppressed","NULL",1,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","11459","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"113","Northern Arizona University","Flagstaff","AZ","86011-4092","0.7632","590","26","0.4425953234","0.0048","0.0314","0","0.0475","0.0048","0","0.0222","0.0371","0.4915","41300","43000","45800","NULL",1,"0.4539233577","0.4974729242","0.8668271159","0.7156220767","0.8288043478","0.8232628399","0.6883865248","0.8128131711","22686","0.4154351396","0.4389173372","0.4777849324"
"114","Northland Pioneer College","Holbrook","AZ","86025-0610","NULL","NULL","NULL","0.0205128205","0.0451","0","0.0285","0","0","0","0","0","NULL","26400","PrivacySuppressed","PrivacySuppressed","NULL",2,"PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","11670","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"115","Ottawa University-Phoenix","Phoenix","AZ","85021","NULL","NULL","NULL","0.2869910626","0.0139","0","0","0.0105","0.0035","0","0","0","NULL","40300","43400","50000","NULL",1,"0.2908163265","0.2860520095","PrivacySuppressed","0.6499372647","0.8025258324","0.8147058824","0.6677937447","0.8082663605","NULL","0.2631578947","0.296","0.3095238095"
"116","Phoenix College","Phoenix","AZ","85013","NULL","NULL","NULL","0.031618887","0.0086","0","0.0038","0","0","0","0.0309","0","NULL","33000","38900","42700","NULL",2,"0.0167112299","0.0476190476","0.6904761905","0.4347826087","0.5519348269","0.6595744681","0.3863636364","0.5737704918","12029","0.0236311239","PrivacySuppressed","PrivacySuppressed"
"117","Cortiva Institute-Scottsdale","Scottsdale","AZ","85257","NULL","NULL","NULL","0.7573529412","0","0","0","0","0","0","0","0","NULL","25200","30200","31800","NULL",3,"0.5102040816","0.8181818182","0.7542857143","0.6637931034","0.75","0.8181818182","0.7304964539","0.7971014493","NULL","0.7027027027","PrivacySuppressed","PrivacySuppressed"
"118","University of Phoenix-Phoenix Campus","Tempe","AZ","85282-2371","NULL","NULL","NULL","0.1884355238","0.0688","0","0","0","0","0","0","0","0.1502","42700","54400","75800","NULL",1,"0.2592280155","0.3089592649","0.6824759692","0.3259479691","0.5563753938","0.6399213994","0.4163149123","0.6305896771","23612","0.1410383765","0.2657104437","0.3303932378"
"119","Pima Community College","Tucson","AZ","85709-1275","NULL","NULL","NULL","0.0942287139","0.028","0.0022","0.0122","0","0","0","0","0.0005","NULL","31500","36900","44300","NULL",2,"0.0757304711","0.1683333333","0.717428088","0.48704","0.6328810854","0.652","0.4780580511","0.642578125","7803","0.0830598334","0.112412178","0.1505376344"
"120","Pima Medical Institute-Tucson","Tucson","AZ","85716","NULL","NULL","NULL","0.7564818794","0","0","0","0","0","0","0","0","0.713","27100","33800","37000","NULL",1,"0.6659333752","0.8177506775","0.6628511967","0.551344925","0.7527593819","0.76","0.7192072222","0.8366948601","NULL","0.7167391304","0.8228713487","0.8549222798"
"121","Pima Medical Institute-Albuquerque","Albuquerque","NM","87110","NULL","NULL","NULL","0.7564818794","0","0","0","0","0","0","0","0","NULL","27100","33800","37000","NULL",2,"0.6659333752","0.8177506775","0.6628511967","0.551344925","0.7527593819","0.76","0.7192072222","0.8366948601","NULL","0.7167391304","0.8228713487","0.8549222798"
