"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"268",268,"California Western School of Law","San Diego","CA","92101-3046","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"284",284,"Chapman University","Orange","CA","92866","0.4471","660","29","0.3606485539","0.0115",NA,NA,"0.0246","0.0115",NA,"0.0008",NA,"0.761","NULL","NULL","NULL","NULL",1
"285",285,"Charles R Drew University of Medicine and Science","Los Angeles","CA","90059","0.8889","383","NULL","0.6603773585",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"286",286,"Concordia University-Irvine","Irvine","CA","92612-3203","0.9119","560","25","0.4841437632",NA,NA,NA,"0.0571","0.0137",NA,"0.0023",NA,"0.6256","NULL","NULL","NULL","NULL",1
"287",287,"San Diego Christian College","Santee","CA","92071","0.492","550","24","0.3454545455",NA,NA,NA,"0.0175","0.0088",NA,NA,NA,"0.4125","NULL","NULL","NULL","NULL",1
"288",288,"Church Divinity School of the Pacific","Berkeley","CA","94709-1211","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"292",292,"Claremont Graduate University","Claremont","CA","91711-6160","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"293",293,"Claremont McKenna College","Claremont","CA","91711-6400","0.1173","760","34","0.8316831683","0.0035","0.0035","0.0104","0.0588","0.0138",NA,"0.0104",NA,"0.9254","NULL","NULL","NULL","NULL",1
"297",297,"Cogswell College","San Jose","CA","95134","0.7784","NULL","NULL","0.2881355932",NA,"0.1163",NA,NA,NA,NA,NA,NA,"0.3125","NULL","NULL","NULL","NULL",1
"298",298,"Coleman University","San Diego","CA","92123-1506","1","NULL","NULL","0.5791245791","1",NA,NA,NA,NA,NA,NA,NA,"0.5116","NULL","NULL","NULL","NULL",1
"300",300,"Western University of Health Sciences","Pomona","CA","91766-1854","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"302",302,"Columbia College-Hollywood","Tarzana","CA","91356-1411","0.548","NULL","NULL","0.4",NA,NA,NA,NA,NA,NA,NA,NA,"0.4912","NULL","NULL","NULL","NULL",1
"313",313,"Dell'Arte International School of Physical Theatre","Blue Lake","CA","95525-0816","0.6667","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"315",315,"Design Institute of San Diego","San Diego","CA","92121","NULL","NULL","NULL","0.3214285714",NA,NA,NA,NA,NA,NA,NA,NA,"0.6667","NULL","NULL","NULL","NULL",1
"317",317,"Dominican University of California","San Rafael","CA","94901-2298","0.7752","590","26","0.6332518337",NA,NA,NA,"0.1133",NA,NA,"0.0145",NA,"0.5387","NULL","NULL","NULL","NULL",1
"318",318,"Dominican School of Philosophy & Theology","Berkeley","CA","94708-1816","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"325",325,"Emperor's College of Traditional Oriental Medicine","Santa Monica","CA","90403","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"328",328,"Fashion Institute of Design & Merchandising-Los Angeles","Los Angeles","CA","90015-1421","0.5701","NULL","NULL","0.6141797197",NA,NA,NA,NA,NA,NA,NA,NA,"0.6196","NULL","NULL","NULL","NULL",1
"329",329,"Fashion Institute of Design & Merchandising-San Francisco","San Francisco","CA","94108-5805","0.6358","NULL","NULL","0.6141797197",NA,NA,NA,NA,NA,NA,NA,NA,"0.5667","NULL","NULL","NULL","NULL",1
"333",333,"Fielding Graduate University","Santa Barbara","CA","93105-3538","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"334",334,"Five Branches University","Santa Cruz","CA","95062","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"337",337,"Franciscan School of Theology","Oceanside","CA","92057","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"340",340,"Fresno Pacific University","Fresno","CA","93702-4709","0.7844","550","23","0.434310532",NA,NA,NA,"0.0202","0.0088",NA,"0.0025",NA,"0.5412","NULL","NULL","NULL","NULL",1
"341",341,"Fuller Theological Seminary in California","Pasadena","CA","91182","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"347",347,"Golden Gate University-San Francisco","San Francisco","CA","94105-2968","NULL","NULL","NULL","0.4658385093","0.0552",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"349",349,"Graduate Theological Union","Berkeley","CA","94709","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"353",353,"Harvey Mudd College","Claremont","CA","91711","0.1817","800","36","0.8984375","0.1429","0.4127",NA,"0.0688","0.1005",NA,"0.1534",NA,"0.9082","NULL","NULL","NULL","NULL",1
"360",360,"Holy Names University","Oakland","CA","94619-1699","0.5668","500","22","0.2653846154",NA,NA,NA,"0.0429",NA,NA,NA,NA,"0.3548","NULL","NULL","NULL","NULL",1
"361",361,"Pacifica Graduate Institute","Carpinteria","CA","93013","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"362",362,"Humboldt State University","Arcata","CA","95521-8299","0.8018","560","24","0.4151685393","0.0073","0.0233",NA,"0.093","0.0113",NA,"0.0365",NA,"0.4004","NULL","NULL","NULL","NULL",1
"363",363,"Humphreys College-Stockton and Modesto Campuses","Stockton","CA","95207-3896","NULL","NULL","NULL","0.3113456464",NA,NA,NA,NA,NA,NA,NA,NA,"0.931","NULL","NULL","NULL","NULL",1
"366",366,"Interior Designers Institute","Newport Beach","CA","92660","NULL","NULL","NULL","0.4179104478",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"369",369,"ITT Technical Institute-National City","National City","CA","91950","0.9298","NULL","NULL","0.3599931422","0.4063",NA,"0.2917",NA,NA,NA,NA,NA,"0.2704","NULL","NULL","NULL","NULL",1
"370",370,"ITT Technical Institute-San Dimas","San Dimas","CA","91773","0.9617","NULL","NULL","0.3599931422","0.2785",NA,"0.346",NA,NA,NA,NA,NA,"0.3874","NULL","NULL","NULL","NULL",1
"371",371,"ITT Technical Institute-Orange","Orange","CA","92868","0.91","NULL","NULL","0.3599931422","0.2678",NA,"0.317",NA,NA,NA,NA,NA,"0.3663","NULL","NULL","NULL","NULL",1
"373",373,"John F. Kennedy University","Pleasant Hill","CA","94523-4817","NULL","NULL","NULL","0.3660714286",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"374",374,"American Jewish University","Los Angeles","CA","90077-1519","0.59","NULL","NULL","0.6060606061",NA,NA,NA,"0.1389",NA,NA,NA,NA,"0.8125","NULL","NULL","NULL","NULL",1
"376",376,"Life Pacific College","San Dimas","CA","91773-3298","0.7482","515","23","0.3984375",NA,NA,NA,NA,NA,NA,NA,NA,"0.5111","NULL","NULL","NULL","NULL",1
"377",377,"Argosy University-The Art Institute of California-San Diego","San Diego","CA","92108-4423","NULL","NULL","NULL","0.1154229959","0.1202",NA,NA,NA,NA,NA,NA,NA,"0.4254","NULL","NULL","NULL","NULL",1
"378",378,"University of La Verne","La Verne","CA","91750-4401","0.3895","580","25","0.3595505618","0.0083",NA,NA,"0.0185","0.0028",NA,"0.0019",NA,"0.5928","NULL","NULL","NULL","NULL",1
"379",379,"Laguna College of Art and Design","Laguna Beach","CA","92651","0.4327","NULL","NULL","0.52",NA,NA,NA,NA,NA,NA,NA,NA,"0.6333","NULL","NULL","NULL","NULL",1
"384",384,"Life Chiropractic College West","Hayward","CA","94545-2800","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"385",385,"Lincoln University","Oakland","CA","94612-2801","NULL","NULL","NULL","0.3823529412",NA,NA,NA,NA,NA,NA,NA,NA,"0.7576","NULL","NULL","NULL","NULL",1
"386",386,"Southern California Seminary","El Cajon","CA","92019-1108","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0","NULL","NULL","NULL","NULL",1
"387",387,"La Sierra University","Riverside","CA","92515-8247","0.4677","530","23","0.3050108932","0.0174",NA,NA,"0.1254","0.0209",NA,"0.0035",NA,"0.4918","NULL","NULL","NULL","NULL",1
"388",388,"Loma Linda University","Loma Linda","CA","92350","NULL","NULL","NULL","0.8026315789",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"390",390,"Southern California University of Health Sciences","Whittier","CA","90604","NULL","NULL","NULL","0.3595505618",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"396",396,"The Master's College and Seminary","Santa Clarita","CA","91321-1200","0.6137","610","26","0.4606741573","0.0115",NA,NA,"0.0843","0.0268",NA,NA,NA,"0.5362","NULL","NULL","NULL","NULL",1
"401",401,"Argosy University-The Art Institute of California-San Francisco","San Francisco","CA","94102-4908","NULL","NULL","NULL","0.1154229959","0.2043",NA,NA,NA,NA,NA,NA,NA,"0.3604","NULL","NULL","NULL","NULL",1
"402",402,"Loyola Marymount University","Los Angeles","CA","90045-2659","0.5412","650","28","0.7414847162","0.0039","0.0558",NA,"0.0499","0.0072",NA,"0.0059",NA,"0.7583","NULL","NULL","NULL","NULL",1
"415",415,"Marymount California University","Rancho Palos Verdes","CA","90275-6299","NULL","NULL","NULL","0.2923076923",NA,NA,NA,NA,NA,NA,NA,NA,"0.3144","NULL","NULL","NULL","NULL",1
"417",417,"Menlo College","Atherton","CA","94027-4301","0.3705","565","26","0.4502923977",NA,NA,NA,NA,NA,NA,NA,NA,"0.4076","NULL","NULL","NULL","NULL",1
"420",420,"Mills College","Oakland","CA","94613","0.6798","610","NULL","0.6086956522","0.0037",NA,NA,"0.0899","0.0187",NA,"0.0187",NA,"0.6142","NULL","NULL","NULL","NULL",1
"428",428,"Middlebury Institute of International Studies at Monterey","Monterey","CA","93940","NULL","NULL","NULL","0.795379538",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"432",432,"Mount Saint Mary's University","Los Angeles","CA","90049-1599","0.7409","520","NULL","0.6057692308",NA,NA,NA,"0.0358","0.0017",NA,NA,NA,"0.6379","NULL","NULL","NULL","NULL",1
"435",435,"Musicians Institute","Hollywood","CA","90028","0.9888","NULL","NULL","0.3025435074",NA,NA,NA,NA,NA,NA,NA,NA,"0.537","NULL","NULL","NULL","NULL",1
"444",444,"The National Hispanic University","San Jose","CA","95127-3823","NULL","NULL","NULL","0.1515151515",NA,NA,NA,NA,"0.02",NA,NA,NA,"0.4565","NULL","NULL","NULL","NULL",1
"446",446,"National University","La Jolla","CA","92037-1011","NULL","NULL","NULL","0.35008726","0.0371","0.0112",NA,"0.0056","0.0022",NA,"0.0006",NA,"0.3125","NULL","NULL","NULL","NULL",1
"447",447,"Newschool of Architecture and Design","San Diego","CA","92101","0.7949","NULL","NULL","0.2480620155",NA,NA,NA,NA,NA,NA,NA,NA,"0.35","NULL","NULL","NULL","NULL",1
"453",453,"Notre Dame de Namur University","Belmont","CA","94002-1908","0.872","560","24","0.3707571802","0.0207",NA,NA,"0.1116",NA,NA,NA,NA,"0.4792","NULL","NULL","NULL","NULL",1
"454",454,"Occidental College","Los Angeles","CA","90041-3392","0.4239","700","31","0.8591954023",NA,NA,NA,"0.13","0.0144",NA,"0.0632",NA,"0.8777","NULL","NULL","NULL","NULL",1
"458",458,"Otis College of Art and Design","Los Angeles","CA","90045-3505","0.4628","580","NULL","0.6884615385",NA,NA,NA,NA,NA,NA,NA,NA,"0.5731","NULL","NULL","NULL","NULL",1
"460",460,"Hope International University","Fullerton","CA","92831-3199","0.4681","528","21","0.2532188841",NA,NA,NA,NA,NA,NA,NA,NA,"0.4508","NULL","NULL","NULL","NULL",1
"462",462,"Palo Alto University","Palo Alto","CA","94304-1337","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"463",463,"Pacific Lutheran Theological Seminary","Berkeley","CA","94708-1597","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"464",464,"Pacific Oaks College","Pasadena","CA","91103","NULL","NULL","NULL","0.6056338028",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"465",465,"Pacific School of Religion","Berkeley","CA","94709","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"466",466,"Pacific States University","Los Angeles","CA","90010","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"1","NULL","NULL","NULL","NULL",1
"467",467,"Pacific Union College","Angwin","CA","94508-9707","0.5055","580","25","0.3389830508","0.0028",NA,NA,"0.1222","0.0056",NA,"0.0056",NA,"0.4452","NULL","NULL","NULL","NULL",1
"468",468,"University of the Pacific","Stockton","CA","95211-0197","0.7265","680","28","0.6456102784","0.0243","0.0875","0.0122","0.1458","0.0182",NA,"0.0109",NA,"0.5669","NULL","NULL","NULL","NULL",1
"473",473,"Pepperdine University","Malibu","CA","90263","0.3734","680","NULL","0.7447108604","0.001",NA,NA,"0.0334","0.004",NA,"0.0081",NA,"0.8043","NULL","NULL","NULL","NULL",1
"474",474,"Pitzer College","Claremont","CA","91711-6101","0.1451","NULL","NULL","0.8625954198",NA,NA,NA,"0.0471","0.0235",NA,"0.0078",NA,"0.8214","NULL","NULL","NULL","NULL",1
"475",475,"Platt College-San Diego","San Diego","CA","92115-3919","NULL","NULL","NULL","0.6962025316","0.0359",NA,NA,NA,NA,NA,NA,NA,"0.7273","NULL","NULL","NULL","NULL",1
"476",476,"Point Loma Nazarene University","San Diego","CA","92106-2899","0.6654","630","27","0.7048092869","0.0071","0.0178",NA,"0.0676","0.0125",NA,"0.0178",NA,"0.7208","NULL","NULL","NULL","NULL",1
"477",477,"Pomona College","Claremont","CA","91711-6319","0.1392","780","34","0.9115646259","0.0289","0.0026",NA,"0.1868","0.0816",NA,"0.0658",NA,"0.9573","NULL","NULL","NULL","NULL",1
"479",479,"Westwood College-South Bay","Torrance","CA","90502","NULL","NULL","NULL","0.2552447552","0.087",NA,"0.0217",NA,NA,NA,NA,NA,"0.5974","NULL","NULL","NULL","NULL",1
"482",482,"Pardee RAND Graduate School","Santa Monica","CA","90407-2138","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"484",484,"University of Redlands","Redlands","CA","92373-0999","0.672","620","NULL","0.5299435028",NA,NA,NA,"0.0532","0.0139",NA,"0.0063",NA,"0.7295","NULL","NULL","NULL","NULL",1
"490",490,"Argosy University-San Francisco Bay Area","Alameda","CA","94501","NULL","NULL","NULL","0.1154229959",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"492",492,"Dongguk University-Los Angeles","Los Angeles","CA","90020-1704","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"495",495,"Samuel Merritt University","Oakland","CA","94609","NULL","NULL","NULL","0.3699059561",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"500",500,"San Diego State University","San Diego","CA","92182","0.3121","610","26","0.532627866","0.0109","0.0605","0.0039","0.0396","0.0095",NA,"0.0119",NA,"0.6616","NULL","NULL","NULL","NULL",1
"501",501,"University of San Diego","San Diego","CA","92110-2492","0.4885","670","30","0.7652859961","0.0045","0.0397",NA,"0.0584","0.012",NA,"0.0037",NA,"0.7502","NULL","NULL","NULL","NULL",1
"502",502,"San Francisco Art Institute","San Francisco","CA","94133-2299","0.8269","560","24","0.4329896907",NA,NA,NA,NA,NA,NA,NA,NA,"0.2881","NULL","NULL","NULL","NULL",1
"503",503,"San Francisco Conservatory of Music","San Francisco","CA","94102-6011","0.3986","NULL","NULL","0.6862745098",NA,NA,NA,NA,NA,NA,NA,NA,"0.6852","NULL","NULL","NULL","NULL",1
"504",504,"San Francisco State University","San Francisco","CA","94132","0.6379","560","24","0.4502529511","0.008","0.0254","0.0005","0.0485","0.0098",NA,"0.0058",NA,"0.455","NULL","NULL","NULL","NULL",1
"505",505,"San Francisco Theological Seminary","San Anselmo","CA","94960-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"506",506,"University of San Francisco","San Francisco","CA","94117-1080","0.6129","640","27","0.2974789916","0.018",NA,NA,"0.0382","0.0036",NA,"0.0151",NA,"0.6901","NULL","NULL","NULL","NULL",1
"507",507,"San Joaquin College of Law","Clovis","CA","93612-1312","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"511",511,"William Jessup University","Rocklin","CA","95765-3707","0.6929","580","25","0.4290322581",NA,NA,NA,NA,NA,NA,NA,NA,"0.5614","NULL","NULL","NULL","NULL",1
"513",513,"San Jose State University","San Jose","CA","95192-0001","0.6347","600","26","0.4126253048","0.014","0.0849","0.0044","0.0261","0.004",NA,"0.0134",NA,"0.4809","NULL","NULL","NULL","NULL",1
"515",515,"Santa Barbara Business College-Bakersfield","Bakersfield","CA","93309","NULL","NULL","NULL","0.500622665","0.0316",NA,NA,NA,NA,NA,NA,NA,"0.6684","NULL","NULL","NULL","NULL",1
"516",516,"Westwood College-Los Angeles","Los Angeles","CA","90010","NULL","NULL","NULL","0.1443698347","0.269",NA,"0.0057",NA,NA,NA,NA,NA,"0.35","NULL","NULL","NULL","NULL",1
"517",517,"Santa Barbara Business College-Santa Maria","Santa Maria","CA","93454","NULL","NULL","NULL","0.5791505792",NA,NA,NA,NA,NA,NA,NA,NA,"0.7576","NULL","NULL","NULL","NULL",1
"519",519,"Santa Clara University","Santa Clara","CA","95053","0.5122","700","NULL","0.7166666667","0.0087","0.1281",NA,"0.0554","0.0199",NA,"0.013",NA,"0.8401","NULL","NULL","NULL","NULL",1
"522",522,"Saybrook University","Oakland","CA","94612-1943","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"523",523,"Scripps College","Claremont","CA","91711-3905","0.357","720","32","0.9038461538","0.0094","0.0236",NA,"0.1509","0.0189",NA,"0.0283",NA,"0.8414","NULL","NULL","NULL","NULL",1
"526",526,"Shasta Bible College and Graduate School","Redding","CA","96002","1","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"0.3125","NULL","NULL","NULL","NULL",1
"531",531,"Trinity Law School","Santa Ana","CA","92705","NULL","NULL","NULL","0.1879194631","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"532",532,"Simpson University","Redding","CA","96003-8606","0.555","580","24","0.5310173697",NA,NA,NA,"0.0063","0.0063",NA,NA,NA,"0.4724","NULL","NULL","NULL","NULL",1
"537",537,"Saint Mary's College of California","Moraga","CA","94575","0.6947","610","27","0.5411764706",NA,"0.003",NA,"0.0314","0.0105",NA,"0.0105",NA,"0.675","NULL","NULL","NULL","NULL",1
"539",539,"Sonoma State University","Rohnert Park","CA","94928-3609","0.8186","560","24","0.5013422819","0.0052","0.0023",NA,"0.0359","0.0116",NA,"0.018",NA,"0.5392","NULL","NULL","NULL","NULL",1
"541",541,"South Baylo University","Anaheim","CA","92801-1701","NULL","NULL","NULL","PrivacySuppressed",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"543",543,"Vanguard University of Southern California","Costa Mesa","CA","92626","0.6977","520","28","0.4717668488","0.002",NA,NA,"0.0243","0.004",NA,NA,NA,"0.5232","NULL","NULL","NULL","NULL",1
"546",546,"Starr King School for the Ministry","Berkeley","CA","94709-1209","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"547",547,"Marshall B Ketchum University","Fullerton","CA","92831-1699","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"548",548,"Southern California Institute of Architecture","Los Angeles","CA","90013-1822","0.8667","708","29","0.525",NA,NA,NA,NA,NA,NA,NA,NA,"0.5","NULL","NULL","NULL","NULL",1
"549",549,"University of Southern California","Los Angeles","CA","90089","0.1984","760","34","0.8323793949","0.0162","0.1",NA,"0.0612","0.0114",NA,"0.0051",NA,"0.9117","NULL","NULL","NULL","NULL",1
